Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance,Type
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,0812_0815-Control,R1,1071639.667,0.02451293,-1.610604781,0812_0815
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,0812_0815-Control,R2,1353270.333,0.033194498,-1.478933895,0812_0815
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,0812_0815-Control,R3,309137.2667,0.008398528,-2.075796803,0812_0815
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,0812_0815-Control,R1,146854.2,0.003359176,-2.473767189,0812_0815
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,0812_0815-Control,R2,190009.6333,0.004660765,-2.331542837,0812_0815
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,0812_0815-Control,R3,189759.9333,0.005155329,-2.287743646,0812_0815
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,0812_0815-Control,R1,711218.6667,0.016268578,-1.788650414,0812_0815
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,0812_0815-Control,R2,627628.7,0.015395165,-1.812615662,0812_0815
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,0812_0815-Control,R3,966958.6667,0.02626998,-1.580540255,0812_0815
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,0812_0815-Control,R1,1069370.367,0.024461021,-1.611525416,0812_0815
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,0812_0815-Control,R2,1541795.033,0.037818838,-1.422291814,0812_0815
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,0812_0815-Control,R3,2346855,0.0637585,-1.195461908,0812_0815
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,0812_0815-Control,R1,748929.3667,0.017131181,-1.766212701,0812_0815
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,0812_0815-Control,R2,149638.4333,0.003670496,-2.435275304,0812_0815
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,0812_0815-Control,R3,21729.2,0.000590331,-3.228904428,0812_0815
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,0812_0815-Control,R1,954440,0.021832078,-1.660904929,0812_0815
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,0812_0815-Control,R2,528033.3333,0.01295218,-1.887657117,0812_0815
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,0812_0815-Control,R3,742141,0.020162216,-1.69546174,0812_0815
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,0812_0815-Control,R1,2800000,0.064047837,-1.19349553,0812_0815
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,0812_0815-Control,R2,2973333.333,0.072933179,-1.137074857,0812_0815
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,0812_0815-Control,R3,1782098.967,0.048415414,-1.315016347,0812_0815
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,0812_0815-Control,R1,503855.0333,0.011525295,-1.93834796,0812_0815
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,0812_0815-Control,R2,513023.7,0.012584008,-1.900181028,0812_0815
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,0812_0815-Control,R3,428658.6333,0.011645641,-1.93383659,0812_0815
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,0812_0815-Control,R1,2179350.033,0.049850949,-1.302326572,0812_0815
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,0812_0815-Control,R2,2116366.333,0.051912553,-1.284727612,0812_0815
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,0812_0815-Control,R3,1222963.567,0.033225028,-1.478534646,0812_0815
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,0812_0815-Control,R1,140812.7333,0.003220983,-2.492011632,0812_0815
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,0812_0815-Control,R2,308123.3333,0.007557987,-2.121593869,0812_0815
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,0812_0815-Control,R3,80344.93333,0.002182782,-2.660989671,0812_0815
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,0812_0815-Control,R1,181351.7333,0.004148281,-2.38213185,0812_0815
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,0812_0815-Control,R2,178457,0.004377389,-2.358784869,0812_0815
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,0812_0815-Control,R3,187110.2667,0.005083343,-2.293850548,0812_0815
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,0812_0815-Control,R1,816937.7,0.018686819,-1.728464623,0812_0815
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,0812_0815-Control,R2,413270.3667,0.010137149,-1.994084191,0812_0815
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,0812_0815-Control,R3,407531.2667,0.011071661,-1.955787231,0812_0815
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,0812_0815-Control,R1,116488.1,0.002664575,-2.574371999,0812_0815
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,0812_0815-Control,R2,302004.7333,0.007407903,-2.130304707,0812_0815
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,0812_0815-Control,R3,202778.2667,0.005509006,-2.258926759,0812_0815
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,0812_0815-Control,R1,910814.0333,0.020834168,-1.681223848,0812_0815
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,0812_0815-Control,R2,1070773.367,0.026265103,-1.580620896,0812_0815
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,0812_0815-Control,R3,497531.2667,0.013516748,-1.869127787,0812_0815
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,0812_0815-Control,R1,198416.3667,0.004538621,-2.343076068,0812_0815
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,0812_0815-Control,R2,272240.3667,0.00667781,-2.175365936,0812_0815
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,0812_0815-Control,R3,110916.9333,0.003013351,-2.520950312,0812_0815
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,0812_0815-Control,R1,483001.0333,0.011048276,-1.956705501,0812_0815
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,0812_0815-Control,R2,632854.3667,0.015523346,-1.809014675,0812_0815
Q88DD2,MIAA_PSEPK,Miaa,tRNA dimethylallyltransferase,0812_0815-Control,R3,404197.9333,0.010981102,-1.959354077,0812_0815
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,0812_0815-Control,R1,6148525.333,0.140642768,-0.851882594,0812_0815
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,0812_0815-Control,R2,5344445.433,0.131094415,-0.882415809,0812_0815
Q88DD3,HFQ_PSEPK,Hfq,RNA-binding protein Hfq,0812_0815-Control,R3,5293333.333,0.143807348,-0.842218922,0812_0815
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,0812_0815-Control,R1,1569861.333,0.035909366,-1.444792268,0812_0815
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,0812_0815-Control,R2,1626767,0.039903124,-1.398993103,0812_0815
Q88DD4,Q88DD4_PSEPK,Hflx,GTPase HflX,0812_0815-Control,R3,1432307.967,0.03891242,-1.409911758,0812_0815
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,0812_0815-Control,R1,3470000,0.07937357,-1.100324086,0812_0815
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,0812_0815-Control,R2,3076666.667,0.075467852,-1.12223801,0812_0815
Q88DD5,Q88DD5_PSEPK,Hflk,Protein HflK,0812_0815-Control,R3,4006666.667,0.108851658,-0.963164952,0812_0815
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,0812_0815-Control,R1,3506666.667,0.080212292,-1.095759076,0812_0815
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,0812_0815-Control,R2,4996666.667,0.122563716,-0.911638078,0812_0815
Q88DD6,Q88DD6_PSEPK,Hflc,Protein HflC,0812_0815-Control,R3,3403333.333,0.092460518,-1.034043678,0812_0815
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,0812_0815-Control,R1,3247520.7,0.074284528,-1.129101633,0812_0815
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,0812_0815-Control,R2,2933622.7,0.071959113,-1.142914199,0812_0815
Q88DD7,HISZ_PSEPK,Hisz,ATP phosphoribosyltransferase regulatory subunit,0812_0815-Control,R3,2586570,0.07027099,-1.153223929,0812_0815
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,0812_0815-Control,R1,8826666.667,0.201903183,-0.694856835,0812_0815
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,0812_0815-Control,R2,8116666.667,0.199094496,-0.700940746,0812_0815
Q88DD8,PURA_PSEPK,Pura,Adenylosuccinate synthetase,0812_0815-Control,R3,8250000,0.224132989,-0.649494217,0812_0815
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,0812_0815-Control,R1,547475.0333,0.012523069,-1.902289242,0812_0815
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,0812_0815-Control,R2,223412.4,0.005480104,-2.261211183,0812_0815
Q88DD9,Q88DD9_PSEPK,Pp_4888,Methyl-accepting chemotaxis transducer,0812_0815-Control,R3,404981.9667,0.011002402,-1.95851248,0812_0815
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",0812_0815-Control,R1,1634051.333,0.037377662,-1.427387865,0812_0815
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",0812_0815-Control,R2,1603949.033,0.03934342,-1.405127892,0812_0815
Q88DE5,Q88DE5_PSEPK,Pp_4881,"Iron ABC transporter, periplasmic iron-binding protein",0812_0815-Control,R3,1530467.633,0.041579186,-1.381124016,0812_0815
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,0812_0815-Control,R1,4216666.667,0.096452993,-1.01568429,0812_0815
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,0812_0815-Control,R2,2996666.667,0.073505524,-1.13368002,0812_0815
Q88DE6,Q88DE6_PSEPK,Rnr,Ribonuclease R,0812_0815-Control,R3,2668765.633,0.072504051,-1.139637729,0812_0815
Q88DE7,RLMB_PSEPK,Rlmb,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,0812_0815-Control,R1,1019387.733,0.023317707,-1.632314158,0812_0815
Q88DE7,RLMB_PSEPK,Rlmb,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,0812_0815-Control,R2,1236357.7,0.030326737,-1.518174319,0812_0815
Q88DE7,RLMB_PSEPK,Rlmb,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB,0812_0815-Control,R3,1360688.633,0.036966692,-1.432189409,0812_0815
Q88DE8,RS6_PSEPK,Rpsf,Small ribosomal subunit protein bS6,0812_0815-Control,R1,13106666.67,0.299804877,-0.523161307,0812_0815
Q88DE8,RS6_PSEPK,Rpsf,Small ribosomal subunit protein bS6,0812_0815-Control,R2,11280000,0.276688203,-0.558009357,0812_0815
Q88DE8,RS6_PSEPK,Rpsf,Small ribosomal subunit protein bS6,0812_0815-Control,R3,9000000,0.244508715,-0.611705656,0812_0815
Q88DE9,RS18_PSEPK,Rpsr,Small ribosomal subunit protein bS18,0812_0815-Control,R1,15430000,0.352949333,-0.452287635,0812_0815
Q88DE9,RS18_PSEPK,Rpsr,Small ribosomal subunit protein bS18,0812_0815-Control,R2,14246666.67,0.349457855,-0.456605193,0812_0815
Q88DE9,RS18_PSEPK,Rpsr,Small ribosomal subunit protein bS18,0812_0815-Control,R3,7746666.667,0.210458613,-0.676833296,0812_0815
Q88DF1,RL9_PSEPK,Rpli,Large ribosomal subunit protein bL9,0812_0815-Control,R1,21655803.67,0.495359783,-0.305079256,0812_0815
Q88DF1,RL9_PSEPK,Rpli,Large ribosomal subunit protein bL9,0812_0815-Control,R2,16504106.7,0.404830818,-0.392726434,0812_0815
Q88DF1,RL9_PSEPK,Rpli,Large ribosomal subunit protein bL9,0812_0815-Control,R3,14226666.67,0.386504888,-0.412845009,0812_0815
Q88DF2,Q88DF2_PSEPK,Dnab,Replicative DNA helicase,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88DF2,Q88DF2_PSEPK,Dnab,Replicative DNA helicase,0812_0815-Control,R2,538261.7,0.013203073,-1.879324978,0812_0815
Q88DF2,Q88DF2_PSEPK,Dnab,Replicative DNA helicase,0812_0815-Control,R3,560230.3,0.015220132,-1.817581572,0812_0815
Q88DF5,Q88DF5_PSEPK,Pp_4870,Azurin,0812_0815-Control,R1,1093514.033,0.025013289,-1.6018292,0812_0815
Q88DF5,Q88DF5_PSEPK,Pp_4870,Azurin,0812_0815-Control,R2,720029.4,0.01766167,-1.752968227,0812_0815
Q88DF5,Q88DF5_PSEPK,Pp_4870,Azurin,0812_0815-Control,R3,546662.6,0.01485153,-1.828228803,0812_0815
Q88DF6,NADE_PSEPK,Nade,NH(3)-dependent NAD(+) synthetase,0812_0815-Control,R1,3113333.333,0.071215095,-1.14742794,0812_0815
Q88DF6,NADE_PSEPK,Nade,NH(3)-dependent NAD(+) synthetase,0812_0815-Control,R2,3536666.667,0.086751236,-1.061724327,0812_0815
Q88DF6,NADE_PSEPK,Nade,NH(3)-dependent NAD(+) synthetase,0812_0815-Control,R3,3473333.333,0.094362252,-1.025201701,0812_0815
Q88DF7,PNCB_PSEPK,Pncb,Nicotinate phosphoribosyltransferase,0812_0815-Control,R1,754147.3667,0.017250539,-1.763197342,0812_0815
Q88DF7,PNCB_PSEPK,Pncb,Nicotinate phosphoribosyltransferase,0812_0815-Control,R2,660318.3667,0.016197013,-1.790565079,0812_0815
Q88DF7,PNCB_PSEPK,Pncb,Nicotinate phosphoribosyltransferase,0812_0815-Control,R3,331144.2667,0.008996407,-2.045930925,0812_0815
Q88DF8,Q88DF8_PSEPK,Pp_4867,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)",0812_0815-Control,R1,4133644.7,0.09455393,-1.024320416,0812_0815
Q88DF8,Q88DF8_PSEPK,Pp_4867,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)",0812_0815-Control,R2,8466240,0.207669214,-0.682627881,0812_0815
Q88DF8,Q88DF8_PSEPK,Pp_4867,"Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein (BraC-like)",0812_0815-Control,R3,6596414.667,0.179208986,-0.746640217,0812_0815
Q88DG1,Q88DG1_PSEPK,Braf,High-affinity branched-chain amino acid transport ATP-binding protein BraF,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88DG1,Q88DG1_PSEPK,Braf,High-affinity branched-chain amino acid transport ATP-binding protein BraF,0812_0815-Control,R2,380274.7,0.009327795,-2.030221024,0812_0815
Q88DG1,Q88DG1_PSEPK,Braf,High-affinity branched-chain amino acid transport ATP-binding protein BraF,0812_0815-Control,R3,86418.26667,0.00234778,-2.629342614,0812_0815
Q88DG2,Q88DG2_PSEPK,Livf-ii,High-affinity branched-chain amino acid transport ATP-binding protein,0812_0815-Control,R1,278338.4,0.006366776,-2.196080435,0812_0815
Q88DG2,Q88DG2_PSEPK,Livf-ii,High-affinity branched-chain amino acid transport ATP-binding protein,0812_0815-Control,R2,302908.0333,0.00743006,-2.129007665,0812_0815
Q88DG2,Q88DG2_PSEPK,Livf-ii,High-affinity branched-chain amino acid transport ATP-binding protein,0812_0815-Control,R3,193043.6,0.005244538,-2.280292757,0812_0815
Q88DG3,Q88DG3_PSEPK,Ydfg,"3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase",0812_0815-Control,R1,1620814.033,0.037074869,-1.430920373,0812_0815
Q88DG3,Q88DG3_PSEPK,Ydfg,"3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase",0812_0815-Control,R2,1750000,0.042925918,-1.367280408,0812_0815
Q88DG3,Q88DG3_PSEPK,Ydfg,"3-hydroxy acid dehydrogenase, NADP-dependent / malonic semialdehyde reductase",0812_0815-Control,R3,1142274.3,0.031032891,-1.50817776,0812_0815
Q88DH7,CBPA_PSEPK,Cbpa,Curved DNA-binding protein,0812_0815-Control,R1,1313333.333,0.030041486,-1.522278594,0812_0815
Q88DH7,CBPA_PSEPK,Cbpa,Curved DNA-binding protein,0812_0815-Control,R2,1330764.667,0.032642454,-1.486217195,0812_0815
Q88DH7,CBPA_PSEPK,Cbpa,Curved DNA-binding protein,0812_0815-Control,R3,1453000.667,0.039474592,-1.403682352,0812_0815
Q88DI0,Q88DI0_PSEPK,Urte,"Urea ABC transporter, ATP-binding protein",0812_0815-Control,R1,174478.7333,0.003991066,-2.398911061,0812_0815
Q88DI0,Q88DI0_PSEPK,Urte,"Urea ABC transporter, ATP-binding protein",0812_0815-Control,R2,449010.3333,0.011013818,-1.958062121,0812_0815
Q88DI0,Q88DI0_PSEPK,Urte,"Urea ABC transporter, ATP-binding protein",0812_0815-Control,R3,222911.9333,0.00605599,-2.217814847,0812_0815
Q88DI3,Q88DI3_PSEPK,Urtb,Urea ABC transporter,0812_0815-Control,R1,585278.7,0.013387798,-1.873290842,0812_0815
Q88DI3,Q88DI3_PSEPK,Urtb,Urea ABC transporter,0812_0815-Control,R2,562324.7,0.013793317,-1.860331296,0812_0815
Q88DI3,Q88DI3_PSEPK,Urtb,Urea ABC transporter,0812_0815-Control,R3,565805.9667,0.01537161,-1.813280642,0812_0815
Q88DI4,Q88DI4_PSEPK,Urta,"Urea ABC transporter, periplasmic protein",0812_0815-Control,R1,2445560.367,0.055940305,-1.252275174,0812_0815
Q88DI4,Q88DI4_PSEPK,Urta,"Urea ABC transporter, periplasmic protein",0812_0815-Control,R2,4040004.033,0.099097647,-1.003936658,0812_0815
Q88DI4,Q88DI4_PSEPK,Urta,"Urea ABC transporter, periplasmic protein",0812_0815-Control,R3,2890686.633,0.078533119,-1.104947151,0812_0815
Q88DJ5,Q88DJ5_PSEPK,Cobl,"Precorrin-6Y C(5,15)-methyltransferase",0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88DJ5,Q88DJ5_PSEPK,Cobl,"Precorrin-6Y C(5,15)-methyltransferase",0812_0815-Control,R2,1248213.4,0.030617546,-1.514029616,0812_0815
Q88DJ5,Q88DJ5_PSEPK,Cobl,"Precorrin-6Y C(5,15)-methyltransferase",0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C(20)-methyltransferase,0812_0815-Control,R1,46510.73333,0.001063897,-2.973100374,0812_0815
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C(20)-methyltransferase,0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88DJ8,Q88DJ8_PSEPK,Cobi,Precorrin-2 C(20)-methyltransferase,0812_0815-Control,R3,16296.9,0.000442748,-3.353843165,0812_0815
Q88DJ9,Q88DJ9_PSEPK,Cobj,Precorrin-3B C17-methyltransferase,0812_0815-Control,R1,12442.1,0.000284603,-3.545759874,0812_0815
Q88DJ9,Q88DJ9_PSEPK,Cobj,Precorrin-3B C17-methyltransferase,0812_0815-Control,R2,12320.1,0.000302201,-3.519704224,0812_0815
Q88DJ9,Q88DJ9_PSEPK,Cobj,Precorrin-3B C17-methyltransferase,0812_0815-Control,R3,709669.3,0.019280037,-1.714892147,0812_0815
Q88DK2,PUR2_PSEPK,Purd,Phosphoribosylamine--glycine ligase,0812_0815-Control,R1,1430814.033,0.032728766,-1.48507037,0812_0815
Q88DK2,PUR2_PSEPK,Purd,Phosphoribosylamine--glycine ligase,0812_0815-Control,R2,1946666.667,0.047749974,-1.321026864,0812_0815
Q88DK2,PUR2_PSEPK,Purd,Phosphoribosylamine--glycine ligase,0812_0815-Control,R3,1278765.633,0.034741038,-1.459157209,0812_0815
Q88DK3,PUR9_PSEPK,Purh,Bifunctional purine biosynthesis protein PurH,0812_0815-Control,R1,5860000,0.134042974,-0.872755945,0812_0815
Q88DK3,PUR9_PSEPK,Purh,Bifunctional purine biosynthesis protein PurH,0812_0815-Control,R2,3224106.7,0.079084423,-1.10190905,0812_0815
Q88DK3,PUR9_PSEPK,Purh,Bifunctional purine biosynthesis protein PurH,0812_0815-Control,R3,5150000,0.13991332,-0.854140936,0812_0815
Q88DK6,Q88DK6_PSEPK,Pp_4819,Zinc finger/thioredoxin putative domain-containing protein,0812_0815-Control,R1,974147.3667,0.022282869,-1.6520289,0812_0815
Q88DK6,Q88DK6_PSEPK,Pp_4819,Zinc finger/thioredoxin putative domain-containing protein,0812_0815-Control,R2,678242.3667,0.016636672,-1.778933542,0812_0815
Q88DK6,Q88DK6_PSEPK,Pp_4819,Zinc finger/thioredoxin putative domain-containing protein,0812_0815-Control,R3,763458.6333,0.020741366,-1.683162655,0812_0815
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,0812_0815-Control,R1,932915,0.02133971,-1.670811485,0812_0815
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,0812_0815-Control,R2,761751.3667,0.018685072,-1.728505214,0812_0815
Q88DK7,PRMA_PSEPK,Prma,Ribosomal protein L11 methyltransferase,0812_0815-Control,R3,699690.6333,0.01900894,-1.721042105,0812_0815
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,0812_0815-Control,R1,965696.7667,0.022089568,-1.655812784,0812_0815
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,0812_0815-Control,R2,1202320.1,0.029491825,-1.530298349,0812_0815
Q88DK8,Q88DK8_PSEPK,Pp_4817,MaoC domain protein,0812_0815-Control,R3,745062.5333,0.020241587,-1.693755441,0812_0815
Q88DL4,PROA_PSEPK,Proa,Gamma-glutamyl phosphate reductase,0812_0815-Control,R1,1727480.7,0.039514787,-1.403240357,0812_0815
Q88DL4,PROA_PSEPK,Proa,Gamma-glutamyl phosphate reductase,0812_0815-Control,R2,1544106.7,0.037875542,-1.421641149,0812_0815
Q88DL4,PROA_PSEPK,Proa,Gamma-glutamyl phosphate reductase,0812_0815-Control,R3,2520000,0.06846244,-1.164547625,0812_0815
Q88DL6,Q88DL6_PSEPK,Rsfs,Ribosomal silencing factor RsfS,0812_0815-Control,R1,1056011.333,0.024155444,-1.616984982,0812_0815
Q88DL6,Q88DL6_PSEPK,Rsfs,Ribosomal silencing factor RsfS,0812_0815-Control,R2,1363333.333,0.033441334,-1.475716403,0812_0815
Q88DL6,Q88DL6_PSEPK,Rsfs,Ribosomal silencing factor RsfS,0812_0815-Control,R3,901575.9667,0.024493687,-1.610945839,0812_0815
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,0812_0815-Control,R1,108070.0667,0.002472019,-2.606948142,0812_0815
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,0812_0815-Control,R2,768001,0.01883837,-1.724956671,0812_0815
Q88DM0,Q88DM0_PSEPK,Mltb,Membrane-bound lytic murein transglycosylase B,0812_0815-Control,R3,683219.3,0.018561453,-1.731388039,0812_0815
Q88DM2,Q88DM2_PSEPK,Daca,serine-type D-Ala-D-Ala carboxypeptidase,0812_0815-Control,R1,2940814.033,0.06726885,-1.172185999,0812_0815
Q88DM2,Q88DM2_PSEPK,Daca,serine-type D-Ala-D-Ala carboxypeptidase,0812_0815-Control,R2,2674106.7,0.06559342,-1.183139724,0812_0815
Q88DM2,Q88DM2_PSEPK,Daca,serine-type D-Ala-D-Ala carboxypeptidase,0812_0815-Control,R3,2193732.3,0.059598519,-1.224764536,0812_0815
Q88DM3,Y4802_PSEPK,Pp_4802,UPF0250 protein PP_4802,0812_0815-Control,R1,961462.6667,0.021992716,-1.657721136,0812_0815
Q88DM3,Y4802_PSEPK,Pp_4802,UPF0250 protein PP_4802,0812_0815-Control,R2,1073917.667,0.02634223,-1.57934747,0812_0815
Q88DM3,Y4802_PSEPK,Pp_4802,UPF0250 protein PP_4802,0812_0815-Control,R3,1025432.3,0.02785857,-1.555041172,0812_0815
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,0812_0815-Control,R1,1992960.667,0.045587436,-1.341154834,0812_0815
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,0812_0815-Control,R2,740488.0667,0.018163503,-1.740800392,0812_0815
Q88DM4,LIPB_PSEPK,Lipb,Octanoyltransferase,0812_0815-Control,R3,1246440.633,0.033862844,-1.470276567,0812_0815
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,0812_0815-Control,R1,652785,0.014931953,-1.825883395,0812_0815
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,0812_0815-Control,R2,341898.3667,0.008386458,-2.07642143,0812_0815
Q88DM5,LIPA_PSEPK,Lipa,Lipoyl synthase,0812_0815-Control,R3,226179.9333,0.006144774,-2.211494094,0812_0815
Q88DM7,Q88DM7_PSEPK,Pp_4798,Membrane-bound lytic murein transglycosylase,0812_0815-Control,R1,1448294.733,0.033128623,-1.47979661,0812_0815
Q88DM7,Q88DM7_PSEPK,Pp_4798,Membrane-bound lytic murein transglycosylase,0812_0815-Control,R2,1717440.033,0.042127252,-1.375436875,0812_0815
Q88DM7,Q88DM7_PSEPK,Pp_4798,Membrane-bound lytic murein transglycosylase,0812_0815-Control,R3,2080000,0.056508681,-1.24788483,0812_0815
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,0812_0815-Control,R1,2166666.667,0.049560827,-1.304861459,0812_0815
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,0812_0815-Control,R2,2693333.333,0.066065032,-1.18002835,0812_0815
Q88DN0,Q88DN0_PSEPK,Lpte,LPS-assembly lipoprotein LptE,0812_0815-Control,R3,2003333.333,0.054425829,-1.264194948,0812_0815
Q88DN1,SYL_PSEPK,Leus,Leucine--tRNA ligase,0812_0815-Control,R1,5040000,0.115286107,-0.938223025,0812_0815
Q88DN1,SYL_PSEPK,Leus,Leucine--tRNA ligase,0812_0815-Control,R2,5406666.667,0.132620646,-0.877388861,0812_0815
Q88DN1,SYL_PSEPK,Leus,Leucine--tRNA ligase,0812_0815-Control,R3,5616666.667,0.15259155,-0.816469515,0812_0815
Q88DN4,LNT_PSEPK,Lnt,Apolipoprotein N-acyltransferase,0812_0815-Control,R1,1405544.333,0.032150741,-1.492809013,0812_0815
