Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88D39,Q88D39_PSEPK,Pilj,Type IV pili methyl-accepting chemotaxis transducer PilJ,PP_0812,R3,158006.64,0.006943865,-2.158398718
Q88D39,Q88D39_PSEPK,Pilj,Type IV pili methyl-accepting chemotaxis transducer PilJ,PP_0812,R4,96886.49,0.004137619,-2.383249458
Q88D39,Q88D39_PSEPK,Pilj,Type IV pili methyl-accepting chemotaxis transducer PilJ,PP_0812,R5,158708.6667,0.006631048,-2.178417805
Q88D39,Q88D39_PSEPK,Pilj,Type IV pili methyl-accepting chemotaxis transducer PilJ,PP_0812,R6,79667.2,0.003279199,-2.484232183
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",PP_0751,R1,75418.93333,0.003135986,-2.503625867
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",PP_0751,R2,0,0,0
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",PP_0751,R3,3301.21,0.000142068,-3.847503029
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",PP_0812,R1,72479.91,0.002921698,-2.534364646
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",PP_0812,R2,95669.33333,0.00463609,-2.333848129
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",PP_0812,R3,90518.64,0.003977993,-2.400336035
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",PP_0812,R4,118568.79,0.00506358,-2.295542292
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",PP_0812,R5,104999.4533,0.00438701,-2.35783141
Q88D40,Q88D40_PSEPK,Pp_4988,"Type IV pili sensor histidine kinase/response regulator, PilL/ChpA fusion protein",PP_0812,R6,87594.63333,0.003605502,-2.443034237
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",PP_0751,R1,14397.4,0.000598657,-3.222822182
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",PP_0751,R2,0,0,0
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",PP_0751,R3,35390.90667,0.001523055,-2.817284492
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",PP_0812,R1,53841.47667,0.002170374,-2.663465329
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",PP_0812,R2,79902.33333,0.003872029,-2.412061414
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",PP_0812,R3,259297,0.011395239,-1.943276563
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",PP_0812,R4,113949.3,0.004866301,-2.312801019
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",PP_0812,R5,197082.0267,0.008234336,-2.084371429
Q88D41,Q88D41_PSEPK,Pp_4987,"Chemotaxis protein, putative",PP_0812,R6,10916.3,0.000449328,-3.347436274
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,PP_0751,R1,14397.4,0.000598657,-3.222822182
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,PP_0751,R2,57836.86667,0.002398865,-2.619994119
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,PP_0751,R3,73500.14,0.003163093,-2.499888014
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,PP_0812,R1,41445.02,0.001670668,-2.777109938
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,PP_0812,R2,70385.03333,0.003410825,-2.467140556
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,PP_0812,R3,68253.50667,0.002999514,-2.522949087
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,PP_0812,R4,93027.82333,0.003972832,-2.400899821
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,PP_0812,R5,22335.22,0.000933194,-3.030028214
Q88D43,Q88D43_PSEPK,Pp_4985,Ribosomal RNA small subunit methyltransferase E,PP_0812,R6,70115.2,0.002886027,-2.539699559
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0751,R1,204601.8667,0.008507527,-2.070196661
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0751,R2,230665,0.009567155,-2.019217174
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0751,R3,147708.4033,0.006356661,-2.196770977
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0812,R1,314933.8667,0.012695128,-1.896362926
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0812,R2,305338.3333,0.01479655,-1.829839546
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0812,R3,343901.3333,0.015113317,-1.820640196
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0812,R4,107351.98,0.004584557,-2.338702621
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0812,R5,247493.76,0.010340602,-1.985454195
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0812,R6,263745.7667,0.010856098,-1.964326239
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,PP_0751,R1,54619.6,0.002271131,-2.643757738
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,PP_0751,R2,127972.6667,0.005307846,-2.275081656
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,PP_0751,R3,62359.47333,0.002683652,-2.571273742
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,PP_0812,R1,6094.03,0.000245653,-3.609677703
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,PP_0812,R2,173882.6667,0.008426271,-2.074364584
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,PP_0812,R3,166854.64,0.007332705,-2.134735767
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,PP_0812,R4,66174.31333,0.00282603,-2.548823237
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,PP_0812,R5,74974.18667,0.003132516,-2.504106685
Q88D45,Q88D45_PSEPK,Pp_4983,Flavin-containing monamine oxidase family protein,PP_0812,R6,46986.16667,0.001934008,-2.713541721
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0751,R1,505544.1333,0.021020973,-1.677347178
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0751,R2,544625,0.022589088,-1.646101302
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0751,R3,497347.2367,0.021403437,-1.669516471
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0812,R1,764738.3433,0.030826951,-1.511069425
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0812,R2,531916.6667,0.025776427,-1.588777278
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0812,R3,650101.9467,0.028569814,-1.544092589
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0812,R4,612992.49,0.026178362,-1.582057526
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0812,R5,545164.1867,0.022777648,-1.64249113
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0812,R6,593471.5333,0.024428014,-1.612111844
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0751,R1,1372115.333,0.057053772,-1.243715635
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0751,R2,985353.6667,0.040868929,-1.388606738
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0751,R3,841100.4033,0.036196924,-1.44132834
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0812,R1,1142537.667,0.046056214,-1.336711764
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0812,R2,1057843.333,0.051262582,-1.290199523
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0812,R3,1148452,0.050470638,-1.296961207
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0812,R4,935880.3333,0.03996756,-1.398292359
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0812,R5,1000849.667,0.041816762,-1.378649599
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0812,R6,1239714.667,0.051028171,-1.292189997
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0751,R1,264868.3333,0.01101346,-1.958076214
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0751,R2,353177.6667,0.014648541,-1.834205642
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0751,R3,200216.0667,0.008616338,-2.064677256
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0812,R1,305615,0.01231948,-1.909407625
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0812,R2,170402.6667,0.008257632,-2.083144489
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0812,R3,255692.3333,0.011236826,-1.949356349
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0812,R4,272347.3333,0.011630823,-1.934389553
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0812,R5,316689,0.013231666,-1.87838547
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0812,R6,157937.2,0.006500888,-2.187027302
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0751,R1,769502,0.031996576,-1.4948965
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0751,R2,681931,0.028284048,-1.548458442
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0751,R3,675643.8,0.029076466,-1.536458385
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0812,R1,2242032.667,0.090377359,-1.043940355
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0812,R2,1182714.667,0.057313787,-1.241740894
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0812,R3,1204325.667,0.052926099,-1.276330113
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0812,R4,855669.3333,0.036542082,-1.437206713
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0812,R5,445437.26,0.018610931,-1.730231906
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0812,R6,521369.1,0.021460189,-1.668366448
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0751,R1,14397.4,0.000598657,-3.222822182
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0751,R2,0,0,0
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0751,R3,60665.47333,0.002610751,-2.58323459
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0812,R1,80191.35333,0.00323255,-2.490454748
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0812,R2,114140,0.00553117,-2.257183008
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0812,R3,163780.4733,0.007197606,-2.142811934
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0812,R4,92313.32333,0.003942318,-2.404248294
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0812,R5,107966.5933,0.004510981,-2.34572905
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0812,R6,93832.86667,0.003862275,-2.413156752
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,PP_0751,R1,154084.0333,0.006406951,-2.193348615
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,PP_0751,R2,121706.3667,0.005047943,-2.296885578
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,PP_0751,R3,130071.2067,0.00559764,-2.251995012
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,PP_0812,R1,268776.01,0.010834483,-1.965191789
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,PP_0812,R2,385589.6667,0.018685491,-1.72849549
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,PP_0812,R3,298163.3067,0.013103284,-1.882619859
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,PP_0812,R4,189890.49,0.008109434,-2.091009465
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,PP_0812,R5,136736.12,0.005713008,-2.243135196
Q88D58,Q88D58_PSEPK,Pp_4969,Uncharacterized protein,PP_0812,R6,448482,0.018460067,-1.733766719
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0751,R1,1480840.333,0.061574654,-1.210598018
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0751,R2,1295441,0.053730238,-1.269781237
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0751,R3,1466268,0.063101136,-1.199962824
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0812,R1,1610186,0.064907332,-1.187706245
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0812,R2,1251424.333,0.060643425,-1.217216281
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0812,R3,1294563,0.056891729,-1.244950865
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0812,R4,1448023.333,0.06183906,-1.20873712
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0812,R5,1275829.667,0.053305773,-1.273225752
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0812,R6,1359005.667,0.055938334,-1.252290469
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0751,R1,2786666.667,0.115872071,-0.93602123
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0751,R2,2853333.333,0.118346014,-0.926846365
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0751,R3,2057288.333,0.088535814,-1.052881018
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0812,R1,2353333.333,0.094863939,-1.022898845
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0812,R2,2710000,0.131325304,-0.881651585
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0812,R3,3250000,0.142826668,-0.845190695
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0812,R4,2363333.333,0.100928147,-0.9959877
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0812,R5,2763333.333,0.115455553,-0.937585172
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0812,R6,2760000,0.113604974,-0.944602654
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,PP_0751,R1,166370.9333,0.006917851,-2.1600288
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,PP_0751,R2,252735.3333,0.010482553,-1.979532913
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,PP_0751,R3,183891.4733,0.007913806,-2.101614588
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,PP_0812,R1,258236.3433,0.010409625,-1.982564928
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,PP_0812,R2,79859.33333,0.003869945,-2.412295196
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,PP_0812,R3,273322.64,0.012011619,-1.920398449
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,PP_0812,R4,237920.1567,0.010160581,-1.993081443
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,PP_0812,R5,274404.76,0.011464977,-1.940626808
Q88D63,Q88D63_PSEPK,Epd,D-erythrose-4-phosphate dehydrogenase,PP_0812,R6,177962.8667,0.007325169,-2.135182343
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0751,R1,3321932.933,0.138128917,-0.859715393
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0751,R2,1597417.1,0.066255121,-1.178780546
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0751,R3,2492569.57,0.107268228,-0.969528892
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0812,R1,3650568.02,0.147156061,-0.832221846
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0812,R2,1383333.333,0.067035672,-1.173694034
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0812,R3,2919917.973,0.128320663,-0.891703404
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0812,R4,3803690.957,0.162439837,-0.789307456
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0812,R5,3909532.06,0.163345183,-0.786893669
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0812,R6,2557203.633,0.105257627,-0.977746423
Q88D67,Q88D67_PSEPK,Fda,"Fructose-1,6-bisphosphate aldolase",PP_0751,R1,4517933.333,0.187859674,-0.726166435
Q88D67,Q88D67_PSEPK,Fda,"Fructose-1,6-bisphosphate aldolase",PP_0751,R2,4472417,0.185499787,-0.731656586
Q88D67,Q88D67_PSEPK,Fda,"Fructose-1,6-bisphosphate aldolase",PP_0751,R3,4351250,0.187256911,-0.727562144
Q88D67,Q88D67_PSEPK,Fda,"Fructose-1,6-bisphosphate aldolase",PP_0812,R1,4734686.333,0.190857364,-0.719291078
Q88D67,Q88D67_PSEPK,Fda,"Fructose-1,6-bisphosphate aldolase",PP_0812,R2,4334749.333,0.21005988,-0.677656888
Q88D67,Q88D67_PSEPK,Fda,"Fructose-1,6-bisphosphate aldolase",PP_0812,R3,4112265.307,0.180720355,-0.74299293
Q88D67,Q88D67_PSEPK,Fda,"Fructose-1,6-bisphosphate aldolase",PP_0812,R4,4890672,0.208860281,-0.680144143
Q88D67,Q88D67_PSEPK,Fda,"Fructose-1,6-bisphosphate aldolase",PP_0812,R5,4603872,0.192355581,-0.715895208
Q88D67,Q88D67_PSEPK,Fda,"Fructose-1,6-bisphosphate aldolase",PP_0812,R6,4486972.1,0.184689256,-0.733558367
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,PP_0751,R1,123439.9333,0.005132742,-2.289650574
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,PP_0751,R2,0,0,0
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,PP_0751,R3,144005.4733,0.006197304,-2.207797182
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,PP_0812,R1,69925.02,0.002818709,-2.549949692
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,PP_0812,R2,0,0,0
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,PP_0812,R3,6795.92,0.000298658,-3.524825798
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,PP_0812,R4,58363.98,0.002492483,-2.60336778
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,PP_0812,R5,5795.28,0.000242134,-3.615944024
Q88D68,Q88D68_PSEPK,Pp_4959,Sensory box protein/response regulator,PP_0812,R6,10916.3,0.000449328,-3.347436274
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0751,R1,14397.4,0.000598657,-3.222822182
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0751,R2,0,0,0
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0751,R3,22534.14,0.000969761,-3.013335193
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0812,R1,116371.8767,0.004691003,-2.328734253
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0812,R2,168618.3333,0.008171164,-2.087716084
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0812,R3,210176.64,0.009236563,-2.034489611
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0812,R4,7765.47,0.000331631,-3.479344934
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0812,R5,109829.76,0.004588826,-2.338298414
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0812,R6,10916.3,0.000449328,-3.347436274
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,PP_0751,R1,14397.4,0.000598657,-3.222822182
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,PP_0751,R2,0,0,0
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,PP_0751,R3,3301.21,0.000142068,-3.847503029
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,PP_0812,R1,6094.03,0.000245653,-3.609677703
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,PP_0812,R2,0,0,0
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,PP_0812,R3,21730.51333,0.000954984,-3.02000407
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,PP_0812,R4,7765.47,0.000331631,-3.479344934
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,PP_0812,R5,5795.28,0.000242134,-3.615944024
Q88D74,Q88D74_PSEPK,Pp_4953,Uncharacterized protein,PP_0812,R6,10916.3,0.000449328,-3.347436274
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,PP_0751,R1,286161.6667,0.011898856,-1.924494796
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,PP_0751,R2,209166.3333,0.008675468,-2.061707092
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,PP_0751,R3,253125.3333,0.010893299,-1.962840568
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,PP_0812,R1,298740.3333,0.012042359,-1.91928843
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,PP_0812,R2,286617.6667,0.013889355,-1.85731792
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,PP_0812,R3,348234.6667,0.015303753,-1.815202053
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,PP_0812,R4,277964,0.011870688,-1.925524127
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,PP_0812,R5,345195.3333,0.014422697,-1.840953532
Q88D75,Q88D75_PSEPK,Dbpa,ATP-dependent RNA helicase DbpA,PP_0812,R6,312996.3333,0.012883312,-1.889972486
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,PP_0751,R1,291513.1333,0.012121375,-1.916448127
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,PP_0751,R2,285224.3333,0.01183008,-1.927012302
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,PP_0751,R3,206748.4033,0.008897459,-2.050734016
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,PP_0812,R1,377003.6767,0.01519719,-1.818236705
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,PP_0812,R2,176160.6667,0.008536662,-2.068711931
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,PP_0812,R3,396805.6667,0.017438287,-1.75849619
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,PP_0812,R4,238299.3333,0.010176774,-1.992389853
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,PP_0812,R5,305347.4267,0.012757801,-1.894224184
Q88D77,Q88D77_PSEPK,Pp_4950,Uncharacterized protein,PP_0812,R6,174226.4333,0.007171373,-2.14439769
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,PP_0751,R1,68208.93333,0.002836188,-2.547264995
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,PP_0751,R2,74594.26667,0.003093902,-2.509493427
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,PP_0751,R3,136298.7367,0.005865643,-2.23168435
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,PP_0812,R1,54003.35333,0.0021769,-2.662161563
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,PP_0812,R2,108532.6667,0.005259441,-2.279060403
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,PP_0812,R3,159883.3067,0.007026338,-2.153270934
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,PP_0812,R4,201872.3333,0.008621129,-2.064435877
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,PP_0812,R5,108993.2267,0.004553875,-2.341618939
Q88D78,Q88D78_PSEPK,Pp_4949,TldD/PmbA family protein,PP_0812,R6,88797.53333,0.003655015,-2.437110834
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0751,R1,507930,0.02112018,-1.675302388
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0751,R2,146874.6667,0.006091833,-2.215251981
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0751,R3,570151,0.024536562,-1.61018629
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0812,R1,504863.01,0.020351258,-1.691408739
