Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88CY3,Q88CY3_PSEPK,Glna,Glutamine synthetase,PP_0815,R3,38892429.36
Q88CY4,THII_PSEPK,Thii,tRNA sulfurtransferase,PP_0815,R1,203258.2
Q88CY4,THII_PSEPK,Thii,tRNA sulfurtransferase,PP_0815,R2,219843.3
Q88CY4,THII_PSEPK,Thii,tRNA sulfurtransferase,PP_0815,R3,249740.9
Q88CY5,Q88CY5_PSEPK,Typa,Large ribosomal subunit assembly factor BipA,PP_0815,R1,16585050.32
Q88CY5,Q88CY5_PSEPK,Typa,Large ribosomal subunit assembly factor BipA,PP_0815,R2,17925138.14
Q88CY5,Q88CY5_PSEPK,Typa,Large ribosomal subunit assembly factor BipA,PP_0815,R3,18270322.66
Q88CY8,Q88CY8_PSEPK,Glgp,"Alpha-1,4 glucan phosphorylase",PP_0815,R1,5622049.62
Q88CY8,Q88CY8_PSEPK,Glgp,"Alpha-1,4 glucan phosphorylase",PP_0815,R2,5438948.28
Q88CY8,Q88CY8_PSEPK,Glgp,"Alpha-1,4 glucan phosphorylase",PP_0815,R3,5761429.65
Q88CY9,F16PA_PSEPK,Fbp,"Fructose-1,6-bisphosphatase class 1",PP_0815,R1,5036370.89
Q88CY9,F16PA_PSEPK,Fbp,"Fructose-1,6-bisphosphatase class 1",PP_0815,R2,5119640.34
Q88CY9,F16PA_PSEPK,Fbp,"Fructose-1,6-bisphosphatase class 1",PP_0815,R3,5282423.87
Q88CZ0,Q88CZ0_PSEPK,Pp_5039,DUF924 domain-containing protein,PP_0815,R1,604353.93
Q88CZ0,Q88CZ0_PSEPK,Pp_5039,DUF924 domain-containing protein,PP_0815,R2,865154.88
Q88CZ0,Q88CZ0_PSEPK,Pp_5039,DUF924 domain-containing protein,PP_0815,R3,499468.98
Q88CZ4,Q88CZ4_PSEPK,Hutc,Histidine utilization repressor,PP_0815,R1,549999.63
Q88CZ4,Q88CZ4_PSEPK,Hutc,Histidine utilization repressor,PP_0815,R2,295168.76
Q88CZ4,Q88CZ4_PSEPK,Hutc,Histidine utilization repressor,PP_0815,R3,466180.89
Q88D00,Q88D00_PSEPK,Hutg,N-formylglutamate deformylase,PP_0815,R1,160962
Q88D00,Q88D00_PSEPK,Hutg,N-formylglutamate deformylase,PP_0815,R2,187245.7
Q88D00,Q88D00_PSEPK,Hutg,N-formylglutamate deformylase,PP_0815,R3,175933.1
Q88D01,Q88D01_PSEPK,Pip,Proline iminopeptidase,PP_0815,R1,906964.36
Q88D01,Q88D01_PSEPK,Pip,Proline iminopeptidase,PP_0815,R2,641832.64
Q88D01,Q88D01_PSEPK,Pip,Proline iminopeptidase,PP_0815,R3,828178.17
Q88D03,OPGG_PSEPK,Opgg,Glucans biosynthesis protein G,PP_0815,R1,2411563.58
Q88D03,OPGG_PSEPK,Opgg,Glucans biosynthesis protein G,PP_0815,R2,2536747.12
Q88D03,OPGG_PSEPK,Opgg,Glucans biosynthesis protein G,PP_0815,R3,2657154.54
Q88D04,OPGH_PSEPK,Opgh,Glucans biosynthesis glucosyltransferase H,PP_0815,R1,302243.56
Q88D04,OPGH_PSEPK,Opgh,Glucans biosynthesis glucosyltransferase H,PP_0815,R2,246866.28
Q88D04,OPGH_PSEPK,Opgh,Glucans biosynthesis glucosyltransferase H,PP_0815,R3,251939.88
Q88D05,Q88D05_PSEPK,Pp_5024,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R1,3292583.09
Q88D05,Q88D05_PSEPK,Pp_5024,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R2,3834346.86
Q88D05,Q88D05_PSEPK,Pp_5024,"Amino acid ABC transporter, periplasmic amino acid-binding protein",PP_0815,R3,3676700.59
Q88D06,Q88D06_PSEPK,Pp_5023,"Amino acid ABC transporter, permease protein",PP_0815,R1,215771.56
Q88D06,Q88D06_PSEPK,Pp_5023,"Amino acid ABC transporter, permease protein",PP_0815,R2,218156.26
Q88D06,Q88D06_PSEPK,Pp_5023,"Amino acid ABC transporter, permease protein",PP_0815,R3,151232.87
Q88D07,Q88D07_PSEPK,Glnq,Glutamine transport ATP-binding protein GlnQ,PP_0815,R1,284325.5
Q88D07,Q88D07_PSEPK,Glnq,Glutamine transport ATP-binding protein GlnQ,PP_0815,R2,133788.88
Q88D07,Q88D07_PSEPK,Glnq,Glutamine transport ATP-binding protein GlnQ,PP_0815,R3,11498.58
Q88D09,MCPQ_PSEPK,Mcpq,Methyl-accepting chemotaxis protein McpQ,PP_0815,R1,1590032.65
Q88D09,MCPQ_PSEPK,Mcpq,Methyl-accepting chemotaxis protein McpQ,PP_0815,R2,1470740.4
Q88D09,MCPQ_PSEPK,Mcpq,Methyl-accepting chemotaxis protein McpQ,PP_0815,R3,1314581.16
Q88D10,Q88D10_PSEPK,Pp_5019,Ribosomal RNA small subunit methyltransferase E,PP_0815,R1,9865.26
Q88D10,Q88D10_PSEPK,Pp_5019,Ribosomal RNA small subunit methyltransferase E,PP_0815,R2,21657.18
Q88D10,Q88D10_PSEPK,Pp_5019,Ribosomal RNA small subunit methyltransferase E,PP_0815,R3,11498.58
Q88D13,Q88D13_PSEPK,Tata-ii,Sec-independent protein translocase protein TatA,PP_0815,R1,140404
Q88D13,Q88D13_PSEPK,Tata-ii,Sec-independent protein translocase protein TatA,PP_0815,R2,240280
Q88D13,Q88D13_PSEPK,Tata-ii,Sec-independent protein translocase protein TatA,PP_0815,R3,5749.29
Q88D14,HIS2_PSEPK,Hise,Phosphoribosyl-ATP pyrophosphatase,PP_0815,R1,299944.3
Q88D14,HIS2_PSEPK,Hise,Phosphoribosyl-ATP pyrophosphatase,PP_0815,R2,260140.3
Q88D14,HIS2_PSEPK,Hise,Phosphoribosyl-ATP pyrophosphatase,PP_0815,R3,11498.58
Q88D15,HIS3_PSEPK,Hisi,Phosphoribosyl-AMP cyclohydrolase,PP_0815,R1,865596
Q88D15,HIS3_PSEPK,Hisi,Phosphoribosyl-AMP cyclohydrolase,PP_0815,R2,826904
Q88D15,HIS3_PSEPK,Hisi,Phosphoribosyl-AMP cyclohydrolase,PP_0815,R3,646570
Q88D16,Q88D16_PSEPK,Ubij,Ubiquinone biosynthesis accessory factor UbiJ,PP_0815,R1,87742.53
Q88D16,Q88D16_PSEPK,Ubij,Ubiquinone biosynthesis accessory factor UbiJ,PP_0815,R2,110140.08
Q88D16,Q88D16_PSEPK,Ubij,Ubiquinone biosynthesis accessory factor UbiJ,PP_0815,R3,447362.19
Q88D17,UBIE_PSEPK,Ubie,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,PP_0815,R1,2045870.63
Q88D17,UBIE_PSEPK,Ubie,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,PP_0815,R2,2101198.9
Q88D17,UBIE_PSEPK,Ubie,Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE,PP_0815,R3,2109293.59
Q88D21,Q88D21_PSEPK,Pp_5007,Polyhydroxyalkanoate granule-associated protein GA2,PP_0815,R1,2260281.35
Q88D21,Q88D21_PSEPK,Pp_5007,Polyhydroxyalkanoate granule-associated protein GA2,PP_0815,R2,2486287.02
Q88D21,Q88D21_PSEPK,Pp_5007,Polyhydroxyalkanoate granule-associated protein GA2,PP_0815,R3,2324681.37
Q88D27,HSLU_PSEPK,Hslu,ATP-dependent protease ATPase subunit HslU,PP_0815,R1,14866910.24
Q88D27,HSLU_PSEPK,Hslu,ATP-dependent protease ATPase subunit HslU,PP_0815,R2,15448665.98
Q88D27,HSLU_PSEPK,Hslu,ATP-dependent protease ATPase subunit HslU,PP_0815,R3,16454076.53
Q88D28,HSLV_PSEPK,Hslv,ATP-dependent protease subunit HslV,PP_0815,R1,3694747.9
Q88D28,HSLV_PSEPK,Hslv,ATP-dependent protease subunit HslV,PP_0815,R2,3810962
Q88D28,HSLV_PSEPK,Hslv,ATP-dependent protease subunit HslV,PP_0815,R3,3883810
Q88D29,Q88D29_PSEPK,Pyrc',Dihydroorotase-like protein,PP_0815,R1,2512438.26
Q88D29,Q88D29_PSEPK,Pyrc',Dihydroorotase-like protein,PP_0815,R2,2629678.08
Q88D29,Q88D29_PSEPK,Pyrc',Dihydroorotase-like protein,PP_0815,R3,2655074.58
Q88D30,PYRB_PSEPK,Pyrb,Aspartate carbamoyltransferase catalytic subunit,PP_0815,R1,4986332.96
Q88D30,PYRB_PSEPK,Pyrb,Aspartate carbamoyltransferase catalytic subunit,PP_0815,R2,4664800.22
Q88D30,PYRB_PSEPK,Pyrb,Aspartate carbamoyltransferase catalytic subunit,PP_0815,R3,4696559.38
Q88D31,Q88D31_PSEPK,Pyrr,Pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,PP_0815,R1,1236210.8
Q88D31,Q88D31_PSEPK,Pyrr,Pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,PP_0815,R2,1061284.28
Q88D31,Q88D31_PSEPK,Pyrr,Pyrimidine operon regulatory protein/uracil phosphoribosyltransferase,PP_0815,R3,1262692.9
Q88D34,Q88D34_PSEPK,Pp_4994,TonB C-terminal domain-containing protein,PP_0815,R1,9865.26
Q88D34,Q88D34_PSEPK,Pp_4994,TonB C-terminal domain-containing protein,PP_0815,R2,44370.98
Q88D34,Q88D34_PSEPK,Pp_4994,TonB C-terminal domain-containing protein,PP_0815,R3,11498.58
Q88D35,GSHB_PSEPK,Gshb,Glutathione synthetase,PP_0815,R1,2022377.86
Q88D35,GSHB_PSEPK,Gshb,Glutathione synthetase,PP_0815,R2,2146468.76
Q88D35,GSHB_PSEPK,Gshb,Glutathione synthetase,PP_0815,R3,1956273.57
Q88D36,Q88D36_PSEPK,Pilg,Protein PilG,PP_0815,R1,146083
Q88D36,Q88D36_PSEPK,Pilg,Protein PilG,PP_0815,R2,117349
Q88D36,Q88D36_PSEPK,Pilg,Protein PilG,PP_0815,R3,123642
Q88D37,Q88D37_PSEPK,Pilh,Protein PilH,PP_0815,R1,1119502.93
Q88D37,Q88D37_PSEPK,Pilh,Protein PilH,PP_0815,R2,799459.52
Q88D37,Q88D37_PSEPK,Pilh,Protein PilH,PP_0815,R3,204934.34
Q88D40,Q88D40_PSEPK,Pp_4988,histidine kinase,PP_0815,R1,29574.69
Q88D40,Q88D40_PSEPK,Pp_4988,histidine kinase,PP_0815,R2,34967.04
Q88D40,Q88D40_PSEPK,Pp_4988,histidine kinase,PP_0815,R3,638337.98
Q88D41,Q88D41_PSEPK,Pp_4987,Chemotaxis protein,PP_0815,R1,43436.7
Q88D41,Q88D41_PSEPK,Pp_4987,Chemotaxis protein,PP_0815,R2,55584.4
Q88D41,Q88D41_PSEPK,Pp_4987,Chemotaxis protein,PP_0815,R3,5749.29
Q88D43,Q88D43_PSEPK,Rsme,Ribosomal RNA small subunit methyltransferase E,PP_0815,R1,19692.63
Q88D43,Q88D43_PSEPK,Rsme,Ribosomal RNA small subunit methyltransferase E,PP_0815,R2,44500.5
Q88D43,Q88D43_PSEPK,Rsme,Ribosomal RNA small subunit methyltransferase E,PP_0815,R3,20612.49
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0815,R1,409345.73
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0815,R2,405480.18
Q88D44,Q88D44_PSEPK,Bioa,Adenosylmethionine-8-amino-7-oxononanoate aminotransferase,PP_0815,R3,384003.78
Q88D45,Q88D45_PSEPK,Pp_4983,Tryptophan 2-monooxygenase,PP_0815,R1,91316.76
Q88D45,Q88D45_PSEPK,Pp_4983,Tryptophan 2-monooxygenase,PP_0815,R2,102379.26
Q88D45,Q88D45_PSEPK,Pp_4983,Tryptophan 2-monooxygenase,PP_0815,R3,216011.69
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0815,R1,2594293.46
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0815,R2,2419791
Q88D47,Y4981_PSEPK,Pp_4981,UPF0312 protein PP_4981,PP_0815,R3,2020853.47
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0815,R1,3487313.11
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0815,R2,3488302.88
Q88D48,Q88D48_PSEPK,Rhle,ATP-dependent RNA helicase RhlE,PP_0815,R3,3796791.73
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0815,R1,760454.4
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0815,R2,681083.46
Q88D51,Q88D51_PSEPK,Metf,Methylenetetrahydrofolate reductase,PP_0815,R3,653334.99
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0815,R1,1525672.89
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0815,R2,1442930.64
Q88D52,Q88D52_PSEPK,Pp_4975,Long-chain acyl-CoA thioester hydrolase family protein,PP_0815,R3,1441994.08
Q88D55,Q88D55_PSEPK,Pp_4972,MAPEG family protein,PP_0815,R1,263536
Q88D55,Q88D55_PSEPK,Pp_4972,MAPEG family protein,PP_0815,R2,258360
Q88D55,Q88D55_PSEPK,Pp_4972,MAPEG family protein,PP_0815,R3,254918
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0815,R1,73869.46
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0815,R2,57021.96
Q88D56,Q88D56_PSEPK,Pp_4971,Membrane-bound lytic murein transglycosylase A,PP_0815,R3,149646.58
Q88D58,Q88D58_PSEPK,Pp_4969,DUF1090 domain-containing protein,PP_0815,R1,877179.7
Q88D58,Q88D58_PSEPK,Pp_4969,DUF1090 domain-containing protein,PP_0815,R2,483010.08
Q88D58,Q88D58_PSEPK,Pp_4969,DUF1090 domain-containing protein,PP_0815,R3,124517.87
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0815,R1,4285474.66
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0815,R2,4197766.06
Q88D60,METK_PSEPK,Metk,S-adenosylmethionine synthase,PP_0815,R3,3892911.77
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0815,R1,12080922.99
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0815,R2,12264336.74
Q88D62,Q88D62_PSEPK,Tkta,Transketolase,PP_0815,R3,13356408.88
Q88D63,Q88D63_PSEPK,Epd,D-erythrose 4-phosphate dehydrogenase,PP_0815,R1,298577.26
Q88D63,Q88D63_PSEPK,Epd,D-erythrose 4-phosphate dehydrogenase,PP_0815,R2,40737.34
Q88D63,Q88D63_PSEPK,Epd,D-erythrose 4-phosphate dehydrogenase,PP_0815,R3,187302.28
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0815,R1,7805397.08
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0815,R2,8398266.2
Q88D64,PGK_PSEPK,Pgk,Phosphoglycerate kinase,PP_0815,R3,8189549.26
Q88D66,Q88D66_PSEPK,Pp_4961,Lipoprotein,PP_0815,R1,344512
Q88D66,Q88D66_PSEPK,Pp_4961,Lipoprotein,PP_0815,R2,317990.5
Q88D66,Q88D66_PSEPK,Pp_4961,Lipoprotein,PP_0815,R3,199753.29
Q88D67,Q88D67_PSEPK,Fba,"Fructose-1,6-bisphosphate aldolase",PP_0815,R1,12866712.56
Q88D67,Q88D67_PSEPK,Fba,"Fructose-1,6-bisphosphate aldolase",PP_0815,R2,13865902.7
Q88D67,Q88D67_PSEPK,Fba,"Fructose-1,6-bisphosphate aldolase",PP_0815,R3,13660061.7
Q88D68,Q88D68_PSEPK,Pp_4959,Diguanylate cyclase,PP_0815,R1,261843.39
Q88D68,Q88D68_PSEPK,Pp_4959,Diguanylate cyclase,PP_0815,R2,224069.84
Q88D68,Q88D68_PSEPK,Pp_4959,Diguanylate cyclase,PP_0815,R3,295248.97
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0815,R1,4932.63
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0815,R2,4082.88
Q88D73,Q88D73_PSEPK,Pp_4954,Uncharacterized protein,PP_0815,R3,36601.8
Q88D75,Q88D75_PSEPK,Dbpa,"ATP-dependent RNA helicase, specific for 23S rRNA",PP_0815,R1,732672.36
Q88D75,Q88D75_PSEPK,Dbpa,"ATP-dependent RNA helicase, specific for 23S rRNA",PP_0815,R2,691595.76
Q88D75,Q88D75_PSEPK,Dbpa,"ATP-dependent RNA helicase, specific for 23S rRNA",PP_0815,R3,943478.29
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,PP_0815,R1,898654.79
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,PP_0815,R2,528971
Q88D77,Q88D77_PSEPK,Pp_4950,Metalloprotease TldD/E C-terminal domain-containing protein,PP_0815,R3,611517.55
Q88D78,Q88D78_PSEPK,Pp_4949,"Peptidase, TldD/PmbA family",PP_0815,R1,400502.4
Q88D78,Q88D78_PSEPK,Pp_4949,"Peptidase, TldD/PmbA family",PP_0815,R2,104189.06
Q88D78,Q88D78_PSEPK,Pp_4949,"Peptidase, TldD/PmbA family",PP_0815,R3,314486.8
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0815,R1,2140277.64
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0815,R2,2143476.88
Q88D80,Q88D80_PSEPK,Puta,Bifunctional protein PutA,PP_0815,R3,2391512.31
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0815,R1,119721.26
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0815,R2,99391.36
Q88D82,Q88D82_PSEPK,Rlmj,Ribosomal RNA large subunit methyltransferase J,PP_0815,R3,164978.79
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0815,R1,3515402.09
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0815,R2,3264069.12
Q88D83,Q88D83_PSEPK,Pp_4944,Carbamoyltransferase,PP_0815,R3,3366551.55
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0815,R1,316412.6
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0815,R2,278138.2
Q88D84,Q88D84_PSEPK,Pp_4943,Glycosyl transferase,PP_0815,R3,263437.39
Q88D85,Q88D85_PSEPK,Pp_4942,GNAT family N-acetyltransferase,PP_0815,R1,9865.26
Q88D85,Q88D85_PSEPK,Pp_4942,GNAT family N-acetyltransferase,PP_0815,R2,8165.76
Q88D85,Q88D85_PSEPK,Pp_4942,GNAT family N-acetyltransferase,PP_0815,R3,11498.58
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0815,R1,235236.93
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0815,R2,144577.64
Q88D87,Q88D87_PSEPK,Pp_4940,Glycosyltransferase,PP_0815,R3,320993.4
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0815,R1,266994.33
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0815,R2,19659.56
Q88D88,Q88D88_PSEPK,Pp_4939,Glycosyltransferase family 2 protein,PP_0815,R3,204930.79
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0815,R1,62170.19
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0815,R2,171166.46
Q88D89,Q88D89_PSEPK,Pp_4938,Glycosyl transferase,PP_0815,R3,112662.28
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0815,R1,593676.06
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0815,R2,670216.88
Q88D90,Q88D90_PSEPK,Pp_4937,Toluene tolerance protein,PP_0815,R3,512559.58
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0815,R1,499862.59
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0815,R2,580015.48
Q88D92,MSBA_PSEPK,Msba,ATP-dependent lipid A-core flippase,PP_0815,R3,613743.49
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0815,R1,2279773.98
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0815,R2,2043669.28
Q88D93,HLDE_PSEPK,Hlde,Bifunctional protein HldE,PP_0815,R3,2139792.55
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0815,R1,244025.03
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0815,R2,267168.18
Q88D95,Q88D95_PSEPK,Pp_4932,D-arabinose 1-dehydrogenase,PP_0815,R3,190501.39
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0815,R1,1512892.99
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0815,R2,754724.64
Q88D96,Q88D96_PSEPK,Pp_4931,FAD dependent oxidoreductase domain-containing protein,PP_0815,R3,886502.86
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0815,R1,149313.4
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0815,R2,125528.88
Q88D99,Q88D99_PSEPK,Waaa,3-deoxy-D-manno-octulosonic acid transferase,PP_0815,R3,131896.29
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0815,R1,1738438.42
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0815,R2,1410181.7
Q88DA4,Q88DA4_PSEPK,Pp_4923,Outer membrane efflux protein,PP_0815,R3,1139548.13
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0815,R1,3691376.69
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0815,R2,3838340.88
Q88DA5,THIC_PSEPK,Thic,Phosphomethylpyrimidine synthase,PP_0815,R3,2931851.48
Q88DA6,Q88DA6_PSEPK,Pp_4921,"Transporter, NCS1 nucleoside transporter family",PP_0815,R1,84298.13
Q88DA6,Q88DA6_PSEPK,Pp_4921,"Transporter, NCS1 nucleoside transporter family",PP_0815,R2,8165.76
Q88DA6,Q88DA6_PSEPK,Pp_4921,"Transporter, NCS1 nucleoside transporter family",PP_0815,R3,60075.59
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0815,R1,1112061.63
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0815,R2,1129251.88
Q88DA8,Q88DA8_PSEPK,Nudf,ADP-ribose pyrophosphatase,PP_0815,R3,1013319.9
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0815,R1,115467.8
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0815,R2,100338.68
Q88DB1,Q88DB1_PSEPK,Pp_4916,Esterase,PP_0815,R3,108854.29
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0815,R1,561479.12
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0815,R2,761261.96
Q88DB2,Q88DB2_PSEPK,Pare,DNA topoisomerase 4 subunit B,PP_0815,R3,607137.46
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0815,R1,1724327.89
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0815,R2,1299673.22
Q88DB5,Q88DB5_PSEPK,Parc,DNA topoisomerase 4 subunit A,PP_0815,R3,1990267.37
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0815,R1,1162562.76
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0815,R2,1193292.17
Q88DB6,Q88DB6_PSEPK,Pp_4911,ABC-type transport auxiliary lipoprotein component domain-containing protein,PP_0815,R3,1067324.37
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0815,R1,416066.63
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0815,R2,550933.88
Q88DB7,Q88DB7_PSEPK,Pp_4910,Histidine kinase,PP_0815,R3,518383.29
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0815,R1,3249142.69
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0815,R2,3378374.56
Q88DB8,Q88DB8_PSEPK,Serb,Phosphoserine phosphatase,PP_0815,R3,3224409.85
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0815,R1,523680.96
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0815,R2,831697.38
Q88DB9,PSD_PSEPK,Psd,Phosphatidylserine decarboxylase proenzyme,PP_0815,R3,585984.18
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0815,R1,1098234.22
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0815,R2,1101922.44
Q88DC0,Q88DC0_PSEPK,Rhda,Sulfurtransferase,PP_0815,R3,1003129.07
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0815,R1,115248.89
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0815,R2,16331.52
Q88DC1,Q88DC1_PSEPK,Pp_4906,HDOD domain-containing protein,PP_0815,R3,148190.58
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0815,R1,268463.79
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0815,R2,205296.1
Q88DC3,Q88DC3_PSEPK,Motb,Flagellar motor rotation protein,PP_0815,R3,271518.66
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0815,R1,375264.63
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0815,R2,371958.68
Q88DC4,RSGA_PSEPK,Rsga,Small ribosomal subunit biogenesis GTPase RsgA,PP_0815,R3,361153.99
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0815,R1,790430.43
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0815,R2,805519.96
Q88DC5,ORN_PSEPK,Orn,Oligoribonuclease,PP_0815,R3,995352.3
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0815,R1,1511708.63
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0815,R2,1297474.76
Q88DC9,Q88DC9_PSEPK,Tsae,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,PP_0815,R3,1173564.68
Q88DD1,MUTL_PSEPK,Mutl,DNA mismatch repair protein MutL,PP_0815,R1,138752.52
