Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Counts_sum
Q88PJ6,SYH_PSEPK,Hiss,Histidine--tRNA ligase,Control,R1,3054137.3
Q88PJ6,SYH_PSEPK,Hiss,Histidine--tRNA ligase,Control,R2,3069675.58
Q88PJ6,SYH_PSEPK,Hiss,Histidine--tRNA ligase,Control,R3,2738750.5
Q88PJ7,ISPG_PSEPK,Ispg,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),Control,R1,1467193.8
Q88PJ7,ISPG_PSEPK,Ispg,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),Control,R2,1003467.36
Q88PJ7,ISPG_PSEPK,Ispg,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin),Control,R3,1010194.8
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",Control,R1,168090.4
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",Control,R2,194607.18
Q88PJ8,Q88PJ8_PSEPK,Pp_0852,"Transcriptional regulator, Cro/CI family",Control,R3,230256.5
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,Control,R1,0
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,Control,R2,2026.08
Q88PK0,RLMN_PSEPK,Rlmn,Dual-specificity RNA methyltransferase RlmN,Control,R3,14946.7
Q88PK1,NDK_PSEPK,Ndk,Nucleoside diphosphate kinase,Control,R1,7806724.8
Q88PK1,NDK_PSEPK,Ndk,Nucleoside diphosphate kinase,Control,R2,8123436.04
Q88PK1,NDK_PSEPK,Ndk,Nucleoside diphosphate kinase,Control,R3,8697394.1
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,Control,R1,304939.1
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,Control,R2,136459.08
Q88PK2,Q88PK2_PSEPK,Iscx,Donor of Fe2+ and regulator of cysteine desulfurase activity,Control,R3,249540.2
Q88PK3,Q88PK3_PSEPK,Fdx,2Fe-2S ferredoxin,Control,R1,97667.8
Q88PK3,Q88PK3_PSEPK,Fdx,2Fe-2S ferredoxin,Control,R2,82483.54
Q88PK3,Q88PK3_PSEPK,Fdx,2Fe-2S ferredoxin,Control,R3,63963
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,Control,R1,1060278.8
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,Control,R2,1081074.64
Q88PK4,HSCA_PSEPK,Hsca,Chaperone protein HscA homolog,Control,R3,1115597.7
Q88PK5,HSCB_PSEPK,Hscb,Co-chaperone protein HscB homolog,Control,R1,104411
Q88PK5,HSCB_PSEPK,Hscb,Co-chaperone protein HscB homolog,Control,R2,35996.8
Q88PK5,HSCB_PSEPK,Hscb,Co-chaperone protein HscB homolog,Control,R3,50719.8
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,Control,R1,95600.6
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,Control,R2,118722.7
Q88PK6,Q88PK6_PSEPK,Isca,Iron-binding protein IscA,Control,R3,128586.5
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,Control,R1,582168.3
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,Control,R2,501491.88
Q88PK7,Q88PK7_PSEPK,Iscu,Iron-sulfur cluster assembly scaffold protein IscU,Control,R3,578377
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,Control,R1,2168465.9
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,Control,R2,1859145.8
Q88PK8,ISCS_PSEPK,Iscs,Cysteine desulfurase IscS,Control,R3,2047726.9
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,Control,R1,368787.4
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,Control,R2,245117.42
Q88PL0,Q88PL0_PSEPK,Cyse,serine O-acetyltransferase,Control,R3,587034.9
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,Control,R1,375322.5
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,Control,R2,460049.28
Q88PL1,Q88PL1_PSEPK,Trmj,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ,Control,R3,348392.3
Q88PL2,Q88PL2_PSEPK,Suhb,Inositol-1-monophosphatase,Control,R1,2542425.5
Q88PL2,Q88PL2_PSEPK,Suhb,Inositol-1-monophosphatase,Control,R2,2441472.44
Q88PL2,Q88PL2_PSEPK,Suhb,Inositol-1-monophosphatase,Control,R3,2265356
Q88PL3,Q88PL3_PSEPK,Ycfj,Regulator of flagellation,Control,R1,1036246.9
Q88PL3,Q88PL3_PSEPK,Ycfj,Regulator of flagellation,Control,R2,994446.62
Q88PL3,Q88PL3_PSEPK,Ycfj,Regulator of flagellation,Control,R3,1230878.7
Q88PL4,Q88PL4_PSEPK,Secf,Protein-export membrane protein SecF,Control,R1,177352.6
Q88PL4,Q88PL4_PSEPK,Secf,Protein-export membrane protein SecF,Control,R2,103430.42
Q88PL4,Q88PL4_PSEPK,Secf,Protein-export membrane protein SecF,Control,R3,140333.8
Q88PL5,Q88PL5_PSEPK,Secd,Protein translocase subunit SecD,Control,R1,2017983.2
Q88PL5,Q88PL5_PSEPK,Secd,Protein translocase subunit SecD,Control,R2,1959257.28
Q88PL5,Q88PL5_PSEPK,Secd,Protein translocase subunit SecD,Control,R3,1883456
Q88PL6,Q88PL6_PSEPK,Yajc,Sec translocon accessory complex subunit YajC,Control,R1,760869.5
Q88PL6,Q88PL6_PSEPK,Yajc,Sec translocon accessory complex subunit YajC,Control,R2,1022253
Q88PL6,Q88PL6_PSEPK,Yajc,Sec translocon accessory complex subunit YajC,Control,R3,953145
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,Control,R1,692225.2
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,Control,R2,578108.84
Q88PL7,TGT_PSEPK,Tgt,Queuine tRNA-ribosyltransferase,Control,R3,572067.3
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Control,R1,198834
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Control,R2,269005.04
Q88PL8,QUEA_PSEPK,Quea,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,Control,R3,195871.2
Q88PM0,Q88PM0_PSEPK,Pp_0830,"Acetyltransferase, GNAT family",Control,R1,0
Q88PM0,Q88PM0_PSEPK,Pp_0830,"Acetyltransferase, GNAT family",Control,R2,1013.04
Q88PM0,Q88PM0_PSEPK,Pp_0830,"Acetyltransferase, GNAT family",Control,R3,0
Q88PM6,Q88PM6_PSEPK,Ptxb,Phosphonate transport system-binding protein,Control,R1,472863.5
Q88PM6,Q88PM6_PSEPK,Ptxb,Phosphonate transport system-binding protein,Control,R2,511428.58
Q88PM6,Q88PM6_PSEPK,Ptxb,Phosphonate transport system-binding protein,Control,R3,497950.2
Q88PM9,Q88PM9_PSEPK,Pp_0820,GCN5-related N-acetyltransferase,Control,R1,0
Q88PM9,Q88PM9_PSEPK,Pp_0820,GCN5-related N-acetyltransferase,Control,R2,29124.4
Q88PM9,Q88PM9_PSEPK,Pp_0820,GCN5-related N-acetyltransferase,Control,R3,0
Q88PN2,Q88PN2_PSEPK,Alac,Aminotransferase,Control,R1,1704867.2
Q88PN2,Q88PN2_PSEPK,Alac,Aminotransferase,Control,R2,1828109.16
Q88PN2,Q88PN2_PSEPK,Alac,Aminotransferase,Control,R3,1359572.1
Q88PN5,Q88PN5_PSEPK,Cyoc,Cytochrome bo(3) ubiquinol oxidase subunit 3,Control,R1,276526
Q88PN5,Q88PN5_PSEPK,Cyoc,Cytochrome bo(3) ubiquinol oxidase subunit 3,Control,R2,317502
Q88PN5,Q88PN5_PSEPK,Cyoc,Cytochrome bo(3) ubiquinol oxidase subunit 3,Control,R3,264788
Q88PN6,Q88PN6_PSEPK,Cyob,Cytochrome bo(3) ubiquinol oxidase subunit 1,Control,R1,1357041.1
Q88PN6,Q88PN6_PSEPK,Cyob,Cytochrome bo(3) ubiquinol oxidase subunit 1,Control,R2,1315199.16
Q88PN6,Q88PN6_PSEPK,Cyob,Cytochrome bo(3) ubiquinol oxidase subunit 1,Control,R3,1302263
Q88PN7,Q88PN7_PSEPK,Cyoa,Ubiquinol oxidase subunit 2,Control,R1,1733132.2
Q88PN7,Q88PN7_PSEPK,Cyoa,Ubiquinol oxidase subunit 2,Control,R2,1469987.04
Q88PN7,Q88PN7_PSEPK,Cyoa,Ubiquinol oxidase subunit 2,Control,R3,1502728.8
Q88PP6,Q88PP6_PSEPK,Pp_0802,Chemotaxis protein,Control,R1,0
Q88PP6,Q88PP6_PSEPK,Pp_0802,Chemotaxis protein,Control,R2,1013.04
Q88PP6,Q88PP6_PSEPK,Pp_0802,Chemotaxis protein,Control,R3,0
Q88PP9,Q88PP9_PSEPK,Opdc,Histidine-specific outer membrane porin D,Control,R1,89142.05
Q88PP9,Q88PP9_PSEPK,Opdc,Histidine-specific outer membrane porin D,Control,R2,52676.28
Q88PP9,Q88PP9_PSEPK,Opdc,Histidine-specific outer membrane porin D,Control,R3,70164.4
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,DUF2383 domain-containing protein,Control,R1,162151.6
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,DUF2383 domain-containing protein,Control,R2,180378.32
Q88PQ1,Q88PQ1_PSEPK,Pp_0797,DUF2383 domain-containing protein,Control,R3,239773
Q88PQ3,Q88PQ3_PSEPK,Frua,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,Control,R1,37389.8
Q88PQ3,Q88PQ3_PSEPK,Frua,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,Control,R2,19565.14
Q88PQ3,Q88PQ3_PSEPK,Frua,protein-N(pi)-phosphohistidine--D-fructose phosphotransferase,Control,R3,29838.9
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,Control,R1,182862.03
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,Control,R2,170591.28
Q88PQ4,Q88PQ4_PSEPK,Fruk,Phosphofructokinase,Control,R3,135601.03
Q88PQ5,Q88PQ5_PSEPK,Frub,phosphoenolpyruvate--protein phosphotransferase,Control,R1,634830.9
Q88PQ5,Q88PQ5_PSEPK,Frub,phosphoenolpyruvate--protein phosphotransferase,Control,R2,453855.94
Q88PQ5,Q88PQ5_PSEPK,Frub,phosphoenolpyruvate--protein phosphotransferase,Control,R3,596766.4
Q88PQ6,Q88PQ6_PSEPK,Cra,"Catabolite repressor-activator, DNA-binding transcriptional dual regulator",Control,R1,295338.72
Q88PQ6,Q88PQ6_PSEPK,Cra,"Catabolite repressor-activator, DNA-binding transcriptional dual regulator",Control,R2,264567.14
Q88PQ6,Q88PQ6_PSEPK,Cra,"Catabolite repressor-activator, DNA-binding transcriptional dual regulator",Control,R3,207863
Q88PQ8,Q88PQ8_PSEPK,Pp_0790,Inner membrane protein AmpE,Control,R1,36335.4
Q88PQ8,Q88PQ8_PSEPK,Pp_0790,Inner membrane protein AmpE,Control,R2,43966.24
Q88PQ8,Q88PQ8_PSEPK,Pp_0790,Inner membrane protein AmpE,Control,R3,274692
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),Control,R1,575812.9
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),Control,R2,483496.56
Q88PR1,Q88PR1_PSEPK,Nadc,nicotinate-nucleotide diphosphorylase (carboxylating),Control,R3,543899.4
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,Control,R1,969052.1
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,Control,R2,871629.64
Q88PR2,Q88PR2_PSEPK,Trxb,Thioredoxin reductase,Control,R3,1051114.5
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,Control,R1,232930
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,Control,R2,161506.24
Q88PS1,Q88PS1_PSEPK,Pp_0777,Glutathione peroxidase,Control,R3,223582.6
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,Control,R1,674802
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,Control,R2,692645.04
Q88PS2,Q88PS2_PSEPK,Slyd,Peptidyl-prolyl cis-trans isomerase,Control,R3,757007
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,Control,R1,644054.3
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,Control,R2,46157.16
Q88PS4,PTA_PSEPK,Pta,Phosphate acetyltransferase,Control,R3,110768
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,Control,R1,1774652.4
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,Control,R2,1573679.48
Q88PS5,Q88PS5_PSEPK,Yiad,OmpA/MotB domain-containing protein,Control,R3,1536008.3
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,Control,R1,0
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,Control,R2,1013.04
Q88PS6,Q88PS6_PSEPK,Pp_0772,Metallo-beta-lactamase family protein,Control,R3,0
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,Control,R1,90113
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,Control,R2,52539.04
Q88PS9,Q88PS9_PSEPK,Pp_0769,Sensor histidine kinase,Control,R3,99455.2
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,Control,R1,165765.7
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,Control,R2,55109.34
Q88PT0,Q88PT0_PSEPK,Pp_0768,Response regulator/TPR domain protein,Control,R3,126425.1
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,Control,R1,739371.6
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,Control,R2,794555.79
Q88PT2,Q88PT2_PSEPK,Pp_0766,DUF1329 domain-containing protein,Control,R3,840175.3
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,Control,R1,264468.1
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,Control,R2,182578.32
Q88PT3,Q88PT3_PSEPK,Pp_0765,Adhesin,Control,R3,227658.93
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,Control,R1,4901764.3
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,Control,R2,4444428.34
Q88PT5,Q88PT5_PSEPK,Pp_0763,Medium-chain-fatty-acid CoA ligase,Control,R3,5054107.2
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,Control,R1,104656.6
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,Control,R2,30725.9
Q88PT6,Q88PT6_PSEPK,Hpra,Glycerate dehydrogenase,Control,R3,142948.68
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,Control,R1,217511.6
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,Control,R2,138132.7
Q88PT7,RSMC_PSEPK,Rsmc,Ribosomal RNA small subunit methyltransferase C,Control,R3,147387.7
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,Control,R1,297496.4
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,Control,R2,207172.16
Q88PT9,Q88PT9_PSEPK,Pp_0759,Peptidase M48 domain-containing protein,Control,R3,222672.1
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,Control,R1,103721.5
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,Control,R2,82609.78
Q88PU2,Q88PU2_PSEPK,Pp_0756,Phospholipid/glycerol acyltransferase domain-containing protein,Control,R3,89557.6
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,Control,R1,1642844.9
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,Control,R2,1665859.78
Q88PU5,Q88PU5_PSEPK,Pp_0753,Lipoprotein,Control,R3,1810807.4
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,Control,R1,5008432
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,Control,R2,2854914.22
Q88PU7,MQO1_PSEPK,Mqo1,Probable malate:quinone oxidoreductase 1,Control,R3,2679560.6
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,Control,R1,1025643.4
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,Control,R2,921129.6
Q88PU8,Q88PU8_PSEPK,Pp_0750,Aminopeptidase,Control,R3,1191167.2
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,Control,R1,163183.4
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,Control,R2,146928.28
Q88PU9,Q88PU9_PSEPK,Pp_0749,Uncharacterized protein,Control,R3,295469
Q88PV1,Q88PV1_PSEPK,Pp_0747,Hypoxanthine-guanine phosphoribosyltransferase,Control,R1,111141.6
Q88PV1,Q88PV1_PSEPK,Pp_0747,Hypoxanthine-guanine phosphoribosyltransferase,Control,R2,87545.7
Q88PV1,Q88PV1_PSEPK,Pp_0747,Hypoxanthine-guanine phosphoribosyltransferase,Control,R3,67498.7
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,Control,R1,1181342.4
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,Control,R2,1319549.22
Q88PV2,UPP_PSEPK,Upp,Uracil phosphoribosyltransferase,Control,R3,1038400
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,Control,R1,39719.1
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,Control,R2,33874.44
Q88PV4,HEMH_PSEPK,Hemh,Ferrochelatase,Control,R3,0
Q88PV5,Q88PV5_PSEPK,Yfch,Conserved protein with NAD(P)-binding Rossmann-fold domain,Control,R1,64511
Q88PV5,Q88PV5_PSEPK,Yfch,Conserved protein with NAD(P)-binding Rossmann-fold domain,Control,R2,4052.16
Q88PV5,Q88PV5_PSEPK,Yfch,Conserved protein with NAD(P)-binding Rossmann-fold domain,Control,R3,0
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,Control,R1,128355.2
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,Control,R2,114170.48
Q88PV6,Q88PV6_PSEPK,Pp_0742,Renalase,Control,R3,66911.8
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,Control,R1,207062.4
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,Control,R2,203247.04
Q88PW3,Q88PW3_PSEPK,Moeb,Molybdopterin-synthase adenylyltransferase,Control,R3,219369.1
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,Control,R1,33144.5
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,Control,R2,136743.04
Q88PW4,Q88PW4_PSEPK,Prmc,Release factor glutamine methyltransferase,Control,R3,200999
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,Control,R1,151471.1
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,Control,R2,63702.12
Q88PW5,RF1_PSEPK,Prfa,Peptide chain release factor 1,Control,R3,116949.8
Q88PW6,HEM1_PSEPK,Hema,Glutamyl-tRNA reductase,Control,R1,0
Q88PW6,HEM1_PSEPK,Hema,Glutamyl-tRNA reductase,Control,R2,1013.04
Q88PW6,HEM1_PSEPK,Hema,Glutamyl-tRNA reductase,Control,R3,0
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,Control,R1,893591.89
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,Control,R2,563457.68
Q88PX3,Q88PX3_PSEPK,Pp_0725,Conserved hypothetical TPR repeat protein,Control,R3,814922.7
Q88PX4,LOLB_PSEPK,Lolb,Outer-membrane lipoprotein LolB,Control,R1,115254.6
Q88PX4,LOLB_PSEPK,Lolb,Outer-membrane lipoprotein LolB,Control,R2,59687.94
Q88PX4,LOLB_PSEPK,Lolb,Outer-membrane lipoprotein LolB,Control,R3,77816.4
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,Control,R1,5308774.8
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,Control,R2,5126975.1
Q88PX6,KPRS_PSEPK,Prs,Ribose-phosphate pyrophosphokinase,Control,R3,5380784.8
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,Control,R1,9370816.9
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,Control,R2,9809371.78
Q88PX7,RL25_PSEPK,Rply,Large ribosomal subunit protein bL25,Control,R3,9740205.6
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,Control,R1,153612.2
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,Control,R2,159559.4
Q88PX8,PTH_PSEPK,Pth,Peptidyl-tRNA hydrolase,Control,R3,146363.9
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,Control,R1,1281450
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,Control,R2,1342514.18
Q88PX9,Q88PX9_PSEPK,Ychf,Ribosome-binding ATPase YchF,Control,R3,1255187
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,Control,R1,821318.8
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,Control,R2,625363.16
Q88PY6,Q88PY6_PSEPK,Ppkb,ADP/GDP-polyphosphate phosphotransferase,Control,R3,806774
Q88PY7,Q88PY7_PSEPK,Ycac-i,Hydrolase,Control,R1,0
Q88PY7,Q88PY7_PSEPK,Ycac-i,Hydrolase,Control,R2,6078.24
Q88PY7,Q88PY7_PSEPK,Ycac-i,Hydrolase,Control,R3,0
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,Control,R1,19818.7
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,Control,R2,20434.94
Q88PZ1,Q88PZ1_PSEPK,Pp_0707,Membrane protein,Control,R3,22332.4
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,Control,R1,301153.8
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,Control,R2,392787.34
Q88Q05,Q88Q05_PSEPK,Pp_0693,Chromosome partitioning protein ParA,Control,R3,264758.1
Q88Q06,Q88Q06_PSEPK,Pp_0692,CreA protein,Control,R1,48514.6
Q88Q06,Q88Q06_PSEPK,Pp_0692,CreA protein,Control,R2,83473.44
Q88Q06,Q88Q06_PSEPK,Pp_0692,CreA protein,Control,R3,69109.05
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,Control,R1,1035842.5
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,Control,R2,495286.24
Q88Q07,PROB_PSEPK,Prob,Glutamate 5-kinase,Control,R3,1031313.7
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,Control,R1,1299244.8
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,Control,R2,1436372.28
Q88Q08,OBG_PSEPK,Obg,GTPase Obg,Control,R3,1475212.3
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,Control,R1,4644836
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,Control,R2,4317512.6
Q88Q09,RL27_PSEPK,Rpma,Large ribosomal subunit protein bL27,Control,R3,4433910
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,Control,R1,9032555
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,Control,R2,9823011
Q88Q10,RL21_PSEPK,Rplu,Large ribosomal subunit protein bL21,Control,R3,9331308
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,Control,R1,961068.9
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,Control,R2,951696.72
Q88Q11,Q88Q11_PSEPK,Ispb,Octaprenyl diphosphate synthase,Control,R3,892235.7
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,Control,R1,489929
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,Control,R2,459299
Q88Q12,Q88Q12_PSEPK,Yjdm,Alkylphosphonate utilization protein,Control,R3,532803
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,Control,R1,1797889.9
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,Control,R2,1866167.88
Q88Q14,Q88Q14_PSEPK,Fklb-i,Peptidyl-prolyl cis-trans isomerase,Control,R3,1963348.4
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,Control,R1,3402369.7
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,Control,R2,2955444.72
Q88Q18,Q88Q18_PSEPK,Pp_0680,endopeptidase La,Control,R3,3428750.5
Q88Q19,Q88Q19_PSEPK,Pp_0679,DUF3015 domain-containing protein,Control,R1,343526
Q88Q19,Q88Q19_PSEPK,Pp_0679,DUF3015 domain-containing protein,Control,R2,405340
Q88Q19,Q88Q19_PSEPK,Pp_0679,DUF3015 domain-containing protein,Control,R3,324809
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,Control,R1,768316.08
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,Control,R2,764549.28
Q88Q23,Q88Q23_PSEPK,Gdha,Glutamate dehydrogenase,Control,R3,695553
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,Control,R1,3246144.86
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,Control,R2,2999188.5
Q88Q24,Q88Q24_PSEPK,Etta,Energy-dependent translational throttle protein EttA,Control,R3,3329259.9
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,Control,R1,5199256.4
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,Control,R2,5153246.06
Q88Q27,GLYA2_PSEPK,Glya2,Serine hydroxymethyltransferase 2,Control,R3,4906680.4
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,Control,R1,0
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,Control,R2,2026.08
Q88Q34,Q88Q34_PSEPK,Pp_0664,Homoserine dehydrogenase,Control,R3,0
