Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88QV2,Q88QV2_PSEPK,Dava,5-aminopentanamidase,PP_0813,R3,162878.6667,0.01512036,-1.820437876
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,PP_0813,R1,323341,0.030670219,-1.513283119
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,PP_0813,R2,294616,0.030444497,-1.516491194
Q88QV5,PQQB_PSEPK,Pqqb,Coenzyme PQQ synthesis protein B,PP_0813,R3,339390.3333,0.031506299,-1.501602613
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,PP_0813,R1,737426.9667,0.069947971,-1.155224881
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,PP_0813,R2,762692.42,0.078813735,-1.103398093
Q88QV6,PQQC_PSEPK,Pqqc,Pyrroloquinoline-quinone synthase,PP_0813,R3,857355.1867,0.079590035,-1.099141302
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,PP_0813,R1,426736.4,0.040477697,-1.392784207
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,PP_0813,R2,240361.8933,0.024838084,-1.604881907
Q88QV7,PQQD1_PSEPK,Pqqd1,PqqA binding protein 1,PP_0813,R3,538801.5,0.050018045,-1.300873285
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,PP_0813,R1,90344.13333,0.008569511,-2.06704394
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,PP_0813,R2,119943.5333,0.012394509,-1.906770685
Q88QV8,PQQE_PSEPK,Pqqe,PqqA peptide cyclase,PP_0813,R3,154520.3333,0.014344439,-1.843316445
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,PP_0813,R1,67237.73333,0.006377775,-2.195330831
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,PP_0813,R2,79149.37333,0.008178995,-2.087300042
Q88QV9,Q88QV9_PSEPK,Pp_0375,Prolyl oligopeptidase family protein,PP_0813,R3,76515.44,0.007103085,-2.148553001
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,PP_0813,R1,282947.3333,0.026838714,-1.571238291
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,PP_0813,R2,285654.3333,0.029518433,-1.529906706
Q88QW4,Q88QW4_PSEPK,Pp_0370,Acyl-CoA dehydrogenase family protein,PP_0813,R3,298151.3333,0.027677998,-1.557865325
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,PP_0813,R1,844960.5667,0.080147973,-1.096107454
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,PP_0813,R2,864605.8333,0.089345079,-1.048929362
Q88QW6,Q88QW6_PSEPK,Pp_0368,Acyl-CoA dehydrogenase,PP_0813,R3,767817.0533,0.071278027,-1.147044328
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,PP_0813,R1,161779.2333,0.015345423,-1.814021123
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,PP_0813,R2,161265.52,0.016664566,-1.778206002
Q88QW8,Q88QW8_PSEPK,Biod,ATP-dependent dethiobiotin synthetase BioD,PP_0813,R3,181226.3867,0.016823616,-1.77408065
Q88QX1,BIOF_PSEPK,Biof,8-amino-7-oxononanoate synthase,PP_0813,R1,4403.7,0.000417709,-3.379126171
Q88QX1,BIOF_PSEPK,Biof,8-amino-7-oxononanoate synthase,PP_0813,R2,4420.56,0.000456804,-3.340270233
Q88QX1,BIOF_PSEPK,Biof,8-amino-7-oxononanoate synthase,PP_0813,R3,5999.16,0.000556914,-3.254211636
Q88QX7,Q88QX7_PSEPK,Pp_0357,Glycine cleavage system transcriptional repressor,PP_0813,R1,58328.06667,0.005532656,-2.257066314
Q88QX7,Q88QX7_PSEPK,Pp_0357,Glycine cleavage system transcriptional repressor,PP_0813,R2,19547.30667,0.002019944,-2.694660596
Q88QX7,Q88QX7_PSEPK,Pp_0357,Glycine cleavage system transcriptional repressor,PP_0813,R3,268808.72,0.024954063,-1.602858728
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,PP_0813,R1,475491,0.045102271,-1.345801595
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,PP_0813,R2,451039.3333,0.04660869,-1.331533106
Q88QX8,MASZ_PSEPK,Glcb,Malate synthase G,PP_0813,R3,496781.3333,0.046117227,-1.336136812
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,PP_0813,R1,36202.43333,0.003433949,-2.464206133
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,PP_0813,R2,4420.56,0.000456804,-3.340270233
Q88QY0,Q88QY0_PSEPK,Pp_0354,CBS domain protein,PP_0813,R3,5999.16,0.000556914,-3.254211636
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,PP_0813,R1,75586.8,0.007169718,-2.144497936
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,PP_0813,R2,56653.62,0.00585437,-2.232519858
Q88QY7,Q88QY7_PSEPK,Pp_0347,Serine/threonine protein kinase,PP_0813,R3,31126.10667,0.0028895,-2.53917728
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,PP_0813,R1,145116.9,0.013764933,-1.861225903
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,PP_0813,R2,91996.95333,0.009506615,-2.021974078
Q88QY8,Q88QY8_PSEPK,Pp_0346,Heptose kinase WapQ,PP_0813,R3,72169.38667,0.006699632,-2.173949067
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,PP_0813,R1,240950.5667,0.022855149,-1.641015944
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,PP_0813,R2,270447,0.027946965,-1.553665355
Q88QZ0,Q88QZ0_PSEPK,Waap,Lipopolysaccharide core heptose(I) kinase,PP_0813,R3,49265.44,0.004573412,-2.339759715
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,PP_0813,R1,98885.1,0.009379657,-2.027813039
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,PP_0813,R2,140051.4,0.014472379,-1.839460068
Q88QZ3,Q88QZ3_PSEPK,Waaf,lipopolysaccharide heptosyltransferase II,PP_0813,R3,116729.2533,0.010836215,-1.965122374
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,PP_0813,R1,398317.3333,0.037782032,-1.42271469
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,PP_0813,R2,248662.8533,0.025695874,-1.59013661
Q88QZ4,GLNE_PSEPK,Glne,Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme,PP_0813,R3,101192.3867,0.009393896,-2.027154242
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,PP_0813,R1,3058134.567,0.2900766,-0.537487304
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,PP_0813,R2,2645848.133,0.273411886,-0.56318261
Q88QZ5,Q88QZ5_PSEPK,Acee,Pyruvate dehydrogenase E1 component,PP_0813,R3,3206229.9,0.297640879,-0.526307421
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,PP_0813,R1,1731183.233,0.164209826,-0.784600858
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,PP_0813,R2,1449863.853,0.149823418,-0.8244203
Q88QZ6,Q88QZ6_PSEPK,Acef,Acetyltransferase component of pyruvate dehydrogenase complex,PP_0813,R3,1808401.387,0.167877599,-0.77500725
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,PP_0813,R1,270769,0.02568355,-1.590344955
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,PP_0813,R2,223325.52,0.02307761,-1.636809169
Q88QZ8,MSRA_PSEPK,Msra,Peptide methionine sulfoxide reductase MsrA,PP_0813,R3,185961.3867,0.017263176,-1.762879305
Q88QZ9,Q88QZ9_PSEPK,Pp_0335,Glutathione S-transferase family protein,PP_0813,R1,66947.36667,0.006350232,-2.197210397
Q88QZ9,Q88QZ9_PSEPK,Pp_0335,Glutathione S-transferase family protein,PP_0813,R2,97682.85333,0.010094175,-1.995929186
Q88QZ9,Q88QZ9_PSEPK,Pp_0335,Glutathione S-transferase family protein,PP_0813,R3,35793.90667,0.003322822,-2.47849298
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,PP_0813,R1,15891.2,0.001507345,-2.821787202
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,PP_0813,R2,13041.79333,0.001347689,-2.870410209
Q88R13,Q88R13_PSEPK,Ltae,L-threonine aldolase,PP_0813,R3,7998.88,0.000742552,-3.1292729
Q88R35,Q88R35_PSEPK,Pp_0299,Uncharacterized protein,PP_0813,R1,95438.06667,0.009052692,-2.043222263
Q88R35,Q88R35_PSEPK,Pp_0299,Uncharacterized protein,PP_0813,R2,79765.82,0.008242697,-2.083930689
Q88R35,Q88R35_PSEPK,Pp_0299,Uncharacterized protein,PP_0813,R3,19701.97333,0.001828974,-2.737792354
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,PP_0813,R1,282504.3333,0.026796694,-1.571918782
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,PP_0813,R2,278155,0.02874348,-1.541460652
Q88R38,Q88R38_PSEPK,Cbcx,Choline / betaine / carnitine ABC transporter-substrate binding protein,PP_0813,R3,289536.6667,0.026878281,-1.570598511
Q88R41,HIS6_PSEPK,Hisf,Imidazole glycerol phosphate synthase subunit HisF,PP_0813,R1,110513.9,0.010482696,-1.97952699
Q88R41,HIS6_PSEPK,Hisf,Imidazole glycerol phosphate synthase subunit HisF,PP_0813,R2,148939.6,0.015390852,-1.81273734
Q88R41,HIS6_PSEPK,Hisf,Imidazole glycerol phosphate synthase subunit HisF,PP_0813,R3,91507.05333,0.008494787,-2.070847511
Q88R42,HIS4_PSEPK,Hisa,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,PP_0813,R1,739422,0.070137208,-1.154051528
Q88R42,HIS4_PSEPK,Hisa,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,PP_0813,R2,739079.8,0.076373696,-1.11705619
Q88R42,HIS4_PSEPK,Hisa,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,PP_0813,R3,812345.9,0.075411731,-1.122561088
Q88R44,HIS5_PSEPK,Hish,Imidazole glycerol phosphate synthase subunit HisH,PP_0813,R1,361358.6667,0.034276351,-1.465005421
Q88R44,HIS5_PSEPK,Hish,Imidazole glycerol phosphate synthase subunit HisH,PP_0813,R2,335538.7,0.034673293,-1.460004905
Q88R44,HIS5_PSEPK,Hish,Imidazole glycerol phosphate synthase subunit HisH,PP_0813,R3,381523.6667,0.035417622,-1.450780598
Q88R45,HIS7_PSEPK,Hisb,Imidazoleglycerol-phosphate dehydratase,PP_0813,R1,264704.9,0.025108345,-1.600181915
Q88R45,HIS7_PSEPK,Hisb,Imidazoleglycerol-phosphate dehydratase,PP_0813,R2,368593.8533,0.038089087,-1.419199434
Q88R45,HIS7_PSEPK,Hisb,Imidazoleglycerol-phosphate dehydratase,PP_0813,R3,354562.3867,0.032914752,-1.482609419
Q88R47,Q88R47_PSEPK,Pp_0287,AsmA domain-containing protein,PP_0813,R1,481747.3333,0.045695709,-1.340124576
Q88R47,Q88R47_PSEPK,Pp_0287,AsmA domain-containing protein,PP_0813,R2,375213,0.038773085,-1.411469646
Q88R47,Q88R47_PSEPK,Pp_0287,AsmA domain-containing protein,PP_0813,R3,451755,0.041937341,-1.377399113
Q88R49,FETP_PSEPK,Pp_0285,Probable Fe(2+)-trafficking protein,PP_0813,R1,92551.86667,0.008778924,-2.056558713
Q88R49,FETP_PSEPK,Pp_0285,Probable Fe(2+)-trafficking protein,PP_0813,R2,107009.82,0.011057988,-1.956323889
Q88R49,FETP_PSEPK,Pp_0285,Probable Fe(2+)-trafficking protein,PP_0813,R3,78348.45333,0.007273247,-2.138271654
Q88R51,Q88R51_PSEPK,Aotp,Arginine/ornithine transport ATP-binding protein AotP,PP_0813,R1,57031.2,0.005409643,-2.266831386
Q88R51,Q88R51_PSEPK,Aotp,Arginine/ornithine transport ATP-binding protein AotP,PP_0813,R2,71978.95333,0.007438031,-2.128541996
Q88R51,Q88R51_PSEPK,Aotp,Arginine/ornithine transport ATP-binding protein AotP,PP_0813,R3,160671,0.014915418,-1.826364584
Q88R52,Q88R52_PSEPK,Artj,L-arginine ABC transporter-periplasmic binding subunit,PP_0813,R1,915003.6667,0.086791849,-1.061521061
Q88R52,Q88R52_PSEPK,Artj,L-arginine ABC transporter-periplasmic binding subunit,PP_0813,R2,827566,0.085517524,-1.067944883
Q88R52,Q88R52_PSEPK,Artj,L-arginine ABC transporter-periplasmic binding subunit,PP_0813,R3,990704.6667,0.09196914,-1.036357872
Q88R66,Q88R66_PSEPK,Oprq,Outer-membrane porin D,PP_0813,R1,1752034.733,0.166187676,-0.779401184
Q88R66,Q88R66_PSEPK,Oprq,Outer-membrane porin D,PP_0813,R2,1301251.387,0.13446637,-0.871386318
Q88R66,Q88R66_PSEPK,Oprq,Outer-membrane porin D,PP_0813,R3,1731088.853,0.160700519,-0.793982721
Q88R71,Q88R71_PSEPK,Dctd-i,C4-dicarboxylate transport transcriptional regulatory protein,PP_0813,R1,4403.7,0.000417709,-3.379126171
Q88R71,Q88R71_PSEPK,Dctd-i,C4-dicarboxylate transport transcriptional regulatory protein,PP_0813,R2,33507.02,0.003462488,-2.460611718
Q88R71,Q88R71_PSEPK,Dctd-i,C4-dicarboxylate transport transcriptional regulatory protein,PP_0813,R3,36437.08667,0.003382529,-2.470758436
Q88R73,Q88R73_PSEPK,Cysq,"3'(2'),5'-bisphosphate nucleotidase CysQ",PP_0813,R1,91626.06667,0.008691108,-2.060924852
Q88R73,Q88R73_PSEPK,Cysq,"3'(2'),5'-bisphosphate nucleotidase CysQ",PP_0813,R2,72540.55333,0.007496065,-2.125166659
Q88R73,Q88R73_PSEPK,Cysq,"3'(2'),5'-bisphosphate nucleotidase CysQ",PP_0813,R3,84280.32,0.007823914,-2.106575905
Q88R74,Q88R74_PSEPK,Nude,ADP-sugar pyrophosphorylase,PP_0813,R1,194591,0.018457754,-1.733821146
Q88R74,Q88R74_PSEPK,Nude,ADP-sugar pyrophosphorylase,PP_0813,R2,175097.4,0.0180939,-1.742467826
Q88R74,Q88R74_PSEPK,Nude,ADP-sugar pyrophosphorylase,PP_0813,R3,186142,0.017279943,-1.762457705
Q88R76,Q88R76_PSEPK,Ygau,Regulator of murein cross-linking,PP_0813,R1,278989.7333,0.02646332,-1.577355674
Q88R76,Q88R76_PSEPK,Ygau,Regulator of murein cross-linking,PP_0813,R2,303023.7,0.031313317,-1.504270926
Q88R76,Q88R76_PSEPK,Ygau,Regulator of murein cross-linking,PP_0813,R3,286359.1667,0.026583307,-1.575390991
Q88R81,HSLO_PSEPK,Hslo,33 kDa chaperonin,PP_0813,R1,553517.3333,0.052503388,-1.27981267
Q88R81,HSLO_PSEPK,Hslo,33 kDa chaperonin,PP_0813,R2,466259.6667,0.048181501,-1.317119674
Q88R81,HSLO_PSEPK,Hslo,33 kDa chaperonin,PP_0813,R3,563234.6667,0.052286226,-1.281612704
Q88R87,Q88R87_PSEPK,Ompr,DNA-binding dual transcriptional regulator OmpR,PP_0813,R1,588115.4667,0.055785163,-1.253481295
Q88R87,Q88R87_PSEPK,Ompr,DNA-binding dual transcriptional regulator OmpR,PP_0813,R2,498497.6,0.051512847,-1.288084451
Q88R87,Q88R87_PSEPK,Ompr,DNA-binding dual transcriptional regulator OmpR,PP_0813,R3,564765.3333,0.052428321,-1.28043405
Q88R88,Q88R88_PSEPK,Yhgf,Transcriptional accessory protein,PP_0813,R1,681827.3333,0.064674118,-1.189269488
Q88R88,Q88R88_PSEPK,Yhgf,Transcriptional accessory protein,PP_0813,R2,215947.52,0.022315196,-1.651399302
Q88R88,Q88R88_PSEPK,Yhgf,Transcriptional accessory protein,PP_0813,R3,715370,0.06640926,-1.177771358
Q88R90,GSH1_PSEPK,Gsha,Glutamate--cysteine ligase,PP_0813,R1,291530.4333,0.027652857,-1.558259998
Q88R90,GSH1_PSEPK,Gsha,Glutamate--cysteine ligase,PP_0813,R2,309442.5,0.031976611,-1.495167562
Q88R90,GSH1_PSEPK,Gsha,Glutamate--cysteine ligase,PP_0813,R3,233982,0.021721028,-1.663119632
Q88R98,Q88R98_PSEPK,Pp_0235,Peroxidase,PP_0813,R1,346922.5667,0.032907028,-1.482711345
Q88R98,Q88R98_PSEPK,Pp_0235,Peroxidase,PP_0813,R2,481455.1867,0.049751748,-1.303191653
Q88R98,Q88R98_PSEPK,Pp_0235,Peroxidase,PP_0813,R3,299721.0533,0.027823718,-1.555584831
Q88R99,Q88R99_PSEPK,Opre,Outer-membrane porin E,PP_0813,R1,1460000,0.138486985,-0.85859104
Q88R99,Q88R99_PSEPK,Opre,Outer-membrane porin E,PP_0813,R2,1390000,0.143637315,-0.842732723
Q88R99,Q88R99_PSEPK,Opre,Outer-membrane porin E,PP_0813,R3,1363333.333,0.126561022,-0.897700028
Q88RA5,Q88RA5_PSEPK,Pp_0228,serine O-acetyltransferase,PP_0813,R1,378378.8,0.03589078,-1.4450171
Q88RA5,Q88RA5_PSEPK,Pp_0228,serine O-acetyltransferase,PP_0813,R2,338272.2667,0.03495577,-1.456481129
Q88RA5,Q88RA5_PSEPK,Pp_0228,serine O-acetyltransferase,PP_0813,R3,324105.32,0.03008736,-1.521615921
Q88RA6,Q88RA6_PSEPK,Fliy,Periplasmic cystine-binding protein,PP_0813,R1,860834,0.081653634,-1.088024484
Q88RA6,Q88RA6_PSEPK,Fliy,Periplasmic cystine-binding protein,PP_0813,R2,790283.3333,0.081664875,-1.0879647
Q88RA6,Q88RA6_PSEPK,Fliy,Periplasmic cystine-binding protein,PP_0813,R3,861181.6667,0.079945255,-1.097207305
Q88RB8,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_0813,R1,68886.4,0.006534157,-2.184810407
Q88RB8,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_0813,R2,11851.64,0.001224703,-2.911969072
Q88RB8,Q88RB8_PSEPK,Pp_0215,Response regulator,PP_0813,R3,37891.35333,0.003517532,-2.453761964
Q88RB9,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0813,R1,474872.6667,0.045043619,-1.346366723
Q88RB9,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0813,R2,463071.6667,0.047852065,-1.320099314
Q88RB9,DAVT_PSEPK,Davt,5-aminovalerate aminotransferase DavT,PP_0813,R3,478180.3333,0.044390458,-1.352710371
Q88RC0,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0813,R1,580816,0.055092779,-1.258905324
Q88RC0,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0813,R2,578773.6667,0.05980827,-1.22323876
Q88RC0,DAVD_PSEPK,Davd,Glutarate-semialdehyde dehydrogenase,PP_0813,R3,626009.6667,0.058113758,-1.235721042
Q88RD0,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0813,R1,119349.1333,0.011320755,-1.946124626
Q88RD0,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0813,R2,59294.04,0.006127221,-2.212736481
Q88RD0,Q88RD0_PSEPK,Pp_0202,CBS domain-containing protein,PP_0813,R3,102379.1067,0.009504062,-2.022090745
Q88RD6,Q88RD6_PSEPK,Yhes,Of ABC superfamily informational factor: ATP-binding components,PP_0813,R1,160699.9,0.015243044,-1.816928289
Q88RD6,Q88RD6_PSEPK,Yhes,Of ABC superfamily informational factor: ATP-binding components,PP_0813,R2,195568.8,0.020209336,-1.694447952
Q88RD6,Q88RD6_PSEPK,Yhes,Of ABC superfamily informational factor: ATP-binding components,PP_0813,R3,224674.3333,0.020856978,-1.680748619
Q88RE1,Q88RE1_PSEPK,Algq,Transcriptional regulatory protein AlgQ,PP_0813,R1,306201.3333,0.029044452,-1.536936818
Q88RE1,Q88RE1_PSEPK,Algq,Transcriptional regulatory protein AlgQ,PP_0813,R2,225516.6667,0.023304035,-1.632568879
Q88RE1,Q88RE1_PSEPK,Algq,Transcriptional regulatory protein AlgQ,PP_0813,R3,340100.6667,0.03157224,-1.500694598
Q88RE2,Q88RE2_PSEPK,Pp_0189,Heme biosynthesis protein,PP_0813,R1,334508,0.031729455,-1.498537387
Q88RE2,Q88RE2_PSEPK,Pp_0189,Heme biosynthesis protein,PP_0813,R2,275933,0.028513867,-1.54494388
Q88RE2,Q88RE2_PSEPK,Pp_0189,Heme biosynthesis protein,PP_0813,R3,315521.3333,0.029290491,-1.533273353
Q88RE3,Q88RE3_PSEPK,Pp_0188,Uroporphyrin-III C-methyltransferase,PP_0813,R1,384222.3333,0.036445063,-1.438361291
Q88RE3,Q88RE3_PSEPK,Pp_0188,Uroporphyrin-III C-methyltransferase,PP_0813,R2,320020.3333,0.033069684,-1.48056995
Q88RE3,Q88RE3_PSEPK,Pp_0188,Uroporphyrin-III C-methyltransferase,PP_0813,R3,221623.3867,0.020573752,-1.686686494
Q88RE5,HEM3_PSEPK,Hemc,Porphobilinogen deaminase,PP_0813,R1,157787.6667,0.014966807,-1.824870842
Q88RE5,HEM3_PSEPK,Hemc,Porphobilinogen deaminase,PP_0813,R2,130116.8867,0.013445784,-1.87141386
Q88RE5,HEM3_PSEPK,Hemc,Porphobilinogen deaminase,PP_0813,R3,146326.2533,0.013583765,-1.866979828
Q88RE6,Q88RE6_PSEPK,Algr,Positive alginate biosynthesis regulatory protein,PP_0813,R1,160345.7,0.015209447,-1.817886578
Q88RE6,Q88RE6_PSEPK,Algr,Positive alginate biosynthesis regulatory protein,PP_0813,R2,143311.6667,0.014809283,-1.829465976
Q88RE6,Q88RE6_PSEPK,Algr,Positive alginate biosynthesis regulatory protein,PP_0813,R3,141087.3333,0.013097426,-1.882814056
Q88RE7,Q88RE7_PSEPK,Pp_0183,Glutathione S-transferase,PP_0813,R1,341976.5667,0.032437879,-1.488947548
Q88RE7,Q88RE7_PSEPK,Pp_0183,Glutathione S-transferase,PP_0813,R2,399731.3333,0.041306716,-1.383979331
Q88RE7,Q88RE7_PSEPK,Pp_0183,Glutathione S-transferase,PP_0813,R3,313757.72,0.029126771,-1.535707661
Q88RE8,Q88RE8_PSEPK,Pp_0182,Uncharacterized protein,PP_0813,R1,205592.2333,0.019501266,-1.709937191
Q88RE8,Q88RE8_PSEPK,Pp_0182,Uncharacterized protein,PP_0813,R2,39682.70667,0.00410066,-2.387146236
Q88RE8,Q88RE8_PSEPK,Pp_0182,Uncharacterized protein,PP_0813,R3,270795.0533,0.025138459,-1.599661354
Q88RF7,Q88RF7_PSEPK,Pp_0173,Transcriptional factor-related protein,PP_0813,R1,220217.1333,0.020888498,-1.680092791
Q88RF7,Q88RF7_PSEPK,Pp_0173,Transcriptional factor-related protein,PP_0813,R2,60769.65333,0.006279705,-2.202060764
Q88RF7,Q88RF7_PSEPK,Pp_0173,Transcriptional factor-related protein,PP_0813,R3,29968.34,0.002782022,-2.555639394
Q88RG2,Q88RG2_PSEPK,Pp_0168,Surface adhesion protein,PP_0813,R1,249486.7,0.023664836,-1.625896497
Q88RG2,Q88RG2_PSEPK,Pp_0168,Surface adhesion protein,PP_0813,R2,321801.3733,0.03325373,-1.47815963
Q88RG2,Q88RG2_PSEPK,Pp_0168,Surface adhesion protein,PP_0813,R3,270378.62,0.0250998,-1.600329734
Q88RG3,Q88RG3_PSEPK,Paxb,Toxin secretion ATP-binding protein,PP_0813,R1,152570,0.01447189,-1.83947475
Q88RG3,Q88RG3_PSEPK,Paxb,Toxin secretion ATP-binding protein,PP_0813,R2,135721.52,0.014024946,-1.853098808
Q88RG3,Q88RG3_PSEPK,Paxb,Toxin secretion ATP-binding protein,PP_0813,R3,124077.9333,0.011518408,-1.93860753
Q88RG4,Q88RG4_PSEPK,Pp_0166,Membrane fusion protein (MFP) family protein,PP_0813,R1,179516.7,0.017027895,-1.76883904
Q88RG4,Q88RG4_PSEPK,Pp_0166,Membrane fusion protein (MFP) family protein,PP_0813,R2,156786.52,0.016201723,-1.790438802
Q88RG4,Q88RG4_PSEPK,Pp_0166,Membrane fusion protein (MFP) family protein,PP_0813,R3,193699.3867,0.01798151,-1.745173836
Q88RG5,Q88RG5_PSEPK,Pp_0165,GGDEF domain protein,PP_0813,R1,217672,0.020647081,-1.685141328
Q88RG5,Q88RG5_PSEPK,Pp_0165,GGDEF domain protein,PP_0813,R2,116679.3733,0.012057203,-1.918753435
Q88RG5,Q88RG5_PSEPK,Pp_0165,GGDEF domain protein,PP_0813,R3,23001.04,0.002135234,-2.670554608
Q88RH4,Q88RH4_PSEPK,Pntb,NAD(P) transhydrogenase subunit beta,PP_0813,R1,336079,0.031878471,-1.496502519
Q88RH4,Q88RH4_PSEPK,Pntb,NAD(P) transhydrogenase subunit beta,PP_0813,R2,303883,0.031402114,-1.503041118
Q88RH4,Q88RH4_PSEPK,Pntb,NAD(P) transhydrogenase subunit beta,PP_0813,R3,310070.6667,0.028784494,-1.540841398
Q88RH5,Q88RH5_PSEPK,Scpc,Propionyl-CoA:succinate CoA transferase,PP_0813,R1,4403.7,0.000417709,-3.379126171
Q88RH5,Q88RH5_PSEPK,Scpc,Propionyl-CoA:succinate CoA transferase,PP_0813,R2,4420.56,0.000456804,-3.340270233
Q88RH5,Q88RH5_PSEPK,Scpc,Propionyl-CoA:succinate CoA transferase,PP_0813,R3,70025.44,0.006500605,-2.187046235
Q88RI9,Q88RI9_PSEPK,Pp_0140,Mce/MlaD domain-containing protein,PP_0813,R1,49289.13333,0.004675276,-2.330192714
Q88RI9,Q88RI9_PSEPK,Pp_0140,Mce/MlaD domain-containing protein,PP_0813,R2,129136.52,0.013344477,-1.874698444
Q88RI9,Q88RI9_PSEPK,Pp_0140,Mce/MlaD domain-containing protein,PP_0813,R3,34185.34,0.003173495,-2.498462178
Q88RJ0,Q88RJ0_PSEPK,Pp_0139,Lipoprotein,PP_0813,R1,122536.1333,0.011623055,-1.934679724
Q88RJ0,Q88RJ0_PSEPK,Pp_0139,Lipoprotein,PP_0813,R2,79357.16667,0.008200468,-2.086161369
Q88RJ0,Q88RJ0_PSEPK,Pp_0139,Lipoprotein,PP_0813,R3,112150.3867,0.01041115,-1.982501306
Q88RJ6,ALGB_PSEPK,Algb,Alginate biosynthesis transcriptional regulatory protein AlgB,PP_0813,R1,438247.3333,0.041569556,-1.381224614
Q88RJ6,ALGB_PSEPK,Algb,Alginate biosynthesis transcriptional regulatory protein AlgB,PP_0813,R2,4420.56,0.000456804,-3.340270233
