Protein.Group,Protein.Names,Protein,Protein.Description,Sample,Replicate,Top_3pep_counts_mean,%_of protein_abundance_Top3-method,log10_%_abundance
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0812_15,R2,15985.4,0.000343199,-3.464453477
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0812_15,R3,75459.73333,0.001636084,-2.786194495
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0815,R1,107255,0.002145598,-2.668451575
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0815,R2,287243,0.005931244,-2.226854198
Q88C32,Q88C32_PSEPK,Zwf,Glucose-6-phosphate 1-dehydrogenase,PP_0815,R3,209996.2,0.004456459,-2.351010043
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0812_15,R1,14357.2,0.000310767,-3.507565287
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0812_15,R2,413869.8,0.0088856,-2.051313248
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0812_15,R3,444562.0667,0.009638793,-2.015977358
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0815,R1,267791.6667,0.005357078,-2.271072064
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0815,R2,11806.2,0.000243785,-3.612993516
Q88C33,Q88C33_PSEPK,Pp_5350,"Transcriptional regulator, RpiR family",PP_0815,R3,285776.2,0.006064634,-2.217195422
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0812_15,R1,2794239.333,0.060482337,-1.218371436
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0812_15,R2,2675328.467,0.057438108,-1.240799874
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0812_15,R3,2090614.367,0.045327751,-1.34363583
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0815,R1,3331818,0.066651841,-1.176187852
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0815,R2,3107359.667,0.064163474,-1.192712128
Q88C36,Q88C36_PSEPK,Pyca,Pyruvate carboxylase subunit A,PP_0815,R3,3310749.333,0.070259462,-1.153295179
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0812_15,R1,5546666.667,0.120059638,-0.92060297
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0812_15,R2,5296666.667,0.113717069,-0.944174343
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0812_15,R3,4546666.667,0.098578761,-1.006216645
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0815,R1,6396666.667,0.127963054,-0.892915402
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0815,R2,6246666.667,0.128986625,-0.88945532
Q88C37,Q88C37_PSEPK,Pycb,Pyruvate carboxylase subunit B,PP_0815,R3,6246666.667,0.132564382,-0.877573147
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0812_15,R1,799571.4667,0.017307018,-1.76177775
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0812_15,R2,15985.4,0.000343199,-3.464453477
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0812_15,R3,797895.4,0.017299606,-1.7619638
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0815,R1,314196,0.00628538,-2.20166847
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0815,R2,741204.1333,0.01530503,-1.81516582
Q88C42,Q88C42_PSEPK,Potf-iv,Putrescine-binding periplasmic protein,PP_0815,R3,1261328.333,0.02676743,-1.572393328
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0812_15,R1,14357.2,0.000310767,-3.507565287
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0812_15,R2,15985.4,0.000343199,-3.464453477
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0812_15,R3,11843.1,0.000256777,-3.590444364
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0815,R1,16217.5,0.000324425,-3.488885216
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0815,R2,11806.2,0.000243785,-3.612993516
Q88C43,Q88C43_PSEPK,Apha,Acetylpolyamine aminohydrolase,PP_0815,R3,11545.6,0.000245016,-3.610804972
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0812_15,R1,617201.0667,0.013359544,-1.87420837
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0812_15,R2,15985.4,0.000343199,-3.464453477
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0812_15,R3,178739.0667,0.003875339,-2.411690275
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0815,R1,82841.33333,0.001657212,-2.780622042
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0815,R2,932340.3333,0.019251777,-1.71552918
Q88C45,Q88C45_PSEPK,Aspa,Aspartate ammonia-lyase,PP_0815,R3,1263333.333,0.026809979,-1.571703524
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0812_15,R1,1706589.4,0.036939755,-1.432505994
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0812_15,R2,1863408,0.040006538,-1.397869029
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0812_15,R3,1858553.7,0.040296317,-1.394734647
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0815,R1,1799209.5,0.03599255,-1.443787387
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0815,R2,2140352.333,0.044195863,-1.354618382
Q88C47,Q88C47_PSEPK,Pure,N5-carboxyaminoimidazole ribonucleotide mutase,PP_0815,R3,2022166.333,0.042913644,-1.367404604
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0812_15,R1,1958119.067,0.042384207,-1.372795941
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0812_15,R2,2118661.8,0.045486723,-1.342115349
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0812_15,R3,2813333.333,0.060997415,-1.214688569
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0815,R1,1568739.167,0.031382072,-1.503318383
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0815,R2,2680000,0.055338979,-1.256968858
Q88C48,Q88C48_PSEPK,Purk,N5-carboxyaminoimidazole ribonucleotide synthase,PP_0815,R3,2436666.667,0.051710013,-1.286425357
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0812_15,R1,583255.3333,0.012624776,-1.898776319
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0812_15,R2,527298.3333,0.01132086,-1.946120586
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0812_15,R3,358596.7,0.007774931,-2.109303472
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0815,R1,643520,0.01287339,-1.890307073
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0815,R2,506884.0667,0.010466585,-1.980195012
Q88C51,Q88C51_PSEPK,Pp_5332,Putative glucose-6-phosphate 1-epimerase,PP_0815,R3,482174.5333,0.010232524,-1.99001721
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0812_15,R1,88749.13333,0.001921008,-2.716470917
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0812_15,R2,414088.8,0.008890302,-2.051083501
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0812_15,R3,134441.7,0.002914904,-2.535375765
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0815,R1,1419974,0.028406078,-1.54658873
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0815,R2,1256939,0.025954373,-1.585789451
Q88C59,Q88C59_PSEPK,Pp_5324,Response regulator,PP_0815,R3,1204918,0.025570311,-1.592263987
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0812_15,R1,263819.7333,0.005710475,-2.243327761
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0812_15,R2,347449.4667,0.007459585,-2.127285336
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0812_15,R3,439244.3667,0.009523497,-2.02120356
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0815,R1,427352.8333,0.008549042,-2.068082535
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0815,R2,794292.6667,0.016401248,-1.785123099
Q88C69,Q88C69_PSEPK,Alkt,Rubredoxin-NAD(+) reductase,PP_0815,R3,603825,0.012814144,-1.892310389
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0812_15,R1,1203668.333,0.026053843,-1.584128202
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0812_15,R2,1019637.667,0.021891166,-1.659731115
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0812_15,R3,1173137.333,0.025435431,-1.594560905
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0815,R1,1450313.333,0.029013005,-1.537407283
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0815,R2,1204943,0.024880715,-1.604137149
Q88C70,Q88C70_PSEPK,Hupa,DNA-binding protein HU-alpha,PP_0815,R3,1203039,0.025530436,-1.592941773
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0812_15,R1,1830000,0.039611022,-1.402183948
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0812_15,R2,1275328.467,0.027380733,-1.562554931
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0812_15,R3,1353333.333,0.029342358,-1.532504982
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0815,R1,1016882.333,0.020342371,-1.69159842
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0815,R2,1116741,0.023059443,-1.637151191
Q88C72,Q88C72_PSEPK,Pp_5311,Signal transduction protein,PP_0815,R3,1216860.667,0.025823754,-1.587980626
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0812_15,R1,1109794,0.024021899,-1.619392665
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0812_15,R2,979247.4667,0.021024006,-1.677284528
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0812_15,R3,833947.7,0.018081275,-1.742770946
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0815,R1,1550392.333,0.03101505,-1.50842751
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0815,R2,1304433.667,0.026935085,-1.569681653
Q88C74,Q88C74_PSEPK,Oxyr,Hydrogen peroxide-inducible genes activator,PP_0815,R3,822647.2,0.017457906,-1.758007855
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0812_15,R1,690489.7333,0.014945904,-1.825477812
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0812_15,R2,1741995.133,0.037399858,-1.427130048
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0812_15,R3,701228.7333,0.015203723,-1.818050058
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0815,R1,324499.6667,0.006491501,-2.187654867
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0815,R2,1887329.333,0.038971223,-1.409255962
Q88C78,Q88C78_PSEPK,Pp_5305,Epimerase/dehydratase-related protein,PP_0815,R3,515552.2,0.010940853,-1.960948835
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0812_15,R1,1230000,0.026623802,-1.574729926
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0812_15,R2,1550000,0.033277808,-1.477845287
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0812_15,R3,1176936.333,0.025517799,-1.593156791
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0815,R1,1616666.667,0.032340845,-1.490248638
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0815,R2,1433333.333,0.029596718,-1.528756451
Q88C79,Q88C79_PSEPK,Pp_5304,Lipoprotein,PP_0815,R3,1593333.333,0.033813114,-1.470914837
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0812_15,R1,5020000,0.108659745,-0.96393132
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0812_15,R2,4756666.667,0.10212351,-0.990874267
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0812_15,R3,4793333.333,0.103926875,-0.983272129
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0815,R1,5060000,0.10122351,-0.994718605
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0815,R2,6913333.333,0.14275254,-0.845416155
Q88C80,Q88C80_PSEPK,Rida,Aminoacrylate/iminopropionate hydrolase/deaminase,PP_0815,R3,5603333.333,0.118911807,-0.924775021
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0812_15,R1,1649558,0.035705289,-1.447267447
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0812_15,R2,1837206,0.039443993,-1.40401913
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0812_15,R3,1724080.667,0.037380734,-1.427352179
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0815,R1,1515895,0.030324943,-1.518200002
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0815,R2,938993.7333,0.019389162,-1.712440958
Q88C81,Q88C81_PSEPK,Spot,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase",PP_0815,R3,1112456,0.023608118,-1.626938637
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0812_15,R1,1456342,0.031523058,-1.501371663
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0812_15,R2,1909612.667,0.040998532,-1.387231698
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0812_15,R3,1700614.367,0.036871948,-1.433303917
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0815,R1,2032448,0.040658403,-1.390849679
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0815,R2,2086283.667,0.043079406,-1.365730294
Q88C82,RPOZ_PSEPK,Rpoz,DNA-directed RNA polymerase subunit omega,PP_0815,R3,2137181.867,0.04535446,-1.343379999
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0812_15,R1,356505.6667,0.007716696,-2.1125686
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0812_15,R2,207998.1333,0.004465627,-2.350117548
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0812_15,R3,174256.7,0.003778155,-2.422720276
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0815,R1,426303.3333,0.008528047,-2.069150394
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0815,R2,364882.6667,0.007534416,-2.122950419
Q88C87,KGUA_PSEPK,Gmk,Guanylate kinase,PP_0815,R3,450485.3333,0.009560028,-2.019540823
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0812_15,R1,1318949.7,0.028549151,-1.544406804
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0812_15,R2,1143258.467,0.024545249,-1.610032559
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0812_15,R3,1384750.7,0.030023536,-1.522538167
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0815,R1,1265243,0.025310739,-1.596695179
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0815,R2,1331545.333,0.02749491,-1.560747695
Q88C88,Q88C88_PSEPK,Pp_5295,YicC family protein,PP_0815,R3,1356277.667,0.028782408,-1.540872869
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0812_15,R1,677822.4,0.014671715,-1.833519121
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0812_15,R2,545823.1333,0.011718579,-1.931125047
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0812_15,R3,586184.0333,0.012709376,-1.895875776
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0815,R1,603795.5,0.012078715,-1.91797925
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0815,R2,760018.3333,0.015693522,-1.804279584
Q88C89,RNPH_PSEPK,Rph,Ribonuclease PH,PP_0815,R3,739274,0.015688591,-1.804416047
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0812_15,R1,2483333.333,0.053752662,-1.269600019
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0812_15,R2,2403333.333,0.051598494,-1.287362975
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0812_15,R3,2078727.333,0.045070022,-1.346112234
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0815,R1,2090000,0.041809711,-1.378722836
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0815,R2,2043333.333,0.04219253,-1.374764432
Q88C91,Q88C91_PSEPK,Pp_5292,Catabolite repression control protein,PP_0815,R3,1840000,0.03904778,-1.408403656
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0812_15,R1,2012229.467,0.043555446,-1.360957533
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0812_15,R2,2253928.267,0.048390834,-1.315236895
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0812_15,R3,2503947.7,0.054289456,-1.265284507
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0815,R1,1682884.167,0.033665503,-1.472814898
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0815,R2,2379814.133,0.049140479,-1.308560613
Q88C92,PYRE_PSEPK,Pyre,Orotate phosphoribosyltransferase,PP_0815,R3,1603016.867,0.034018614,-1.468283387
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0812_15,R1,141729.4667,0.003067786,-2.513174885
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0812_15,R2,304190.1333,0.006530826,-2.185031862
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0812_15,R3,375684.6667,0.008145424,-2.089086291
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0815,R1,507055.6667,0.010143469,-1.993813482
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0815,R2,556880,0.011498944,-1.939342032
Q88C93,ALGC_PSEPK,Algc,Phosphomannomutase/phosphoglucomutase,PP_0815,R3,438741,0.009310795,-2.031013259
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0812_15,R1,14357.2,0.000310767,-3.507565287
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0812_15,R2,465532.1333,0.009994767,-2.000227322
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0812_15,R3,11843.1,0.000256777,-3.590444364
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0815,R1,16217.5,0.000324425,-3.488885216
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0815,R2,222414.4667,0.004592608,-2.33794062
Q88C95,DUT_PSEPK,Dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,PP_0815,R3,250884.4,0.005324173,-2.273747822
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0812_15,R1,1770589.333,0.038325057,-1.416517194
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0812_15,R2,1674299,0.035946452,-1.444343967
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0812_15,R3,1386776,0.030067447,-1.521903444
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0815,R1,1470195.667,0.029410744,-1.531493984
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0815,R2,1612370.333,0.03329363,-1.477638853
Q88C96,Q88C96_PSEPK,Dfp,Coenzyme A biosynthesis bifunctional protein CoaBC,PP_0815,R3,1614542.333,0.034263203,-1.465172043
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0812_15,R1,719790.7333,0.015580135,-1.807428786
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0812_15,R2,1755328.467,0.037686119,-1.423818589
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0812_15,R3,2098954,0.045508567,-1.34190684
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0815,R1,593505.5,0.011872868,-1.925444374
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0815,R2,3110000,0.064217994,-1.192343263
Q88C98,Q88C98_PSEPK,Dppa-iv,Periplasmic dipeptide transport protein,PP_0815,R3,2716293,0.057644136,-1.239244865
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0812_15,R1,10553333.33,0.228430778,-0.641245382
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0812_15,R2,10046666.67,0.215697449,-0.666154992
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0812_15,R3,10383333.33,0.225126716,-0.647572965
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0815,R1,8558739.167,0.17121455,-0.766459331
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0815,R2,8460602.067,0.174701895,-0.757702383
Q88C99,RL28_PSEPK,Rpmb,Large ribosomal subunit protein bL28,PP_0815,R3,7710000,0.163618685,-0.786167101
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0812_15,R1,5043333.333,0.109164803,-0.961917364
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0812_15,R2,5593333.333,0.12008637,-0.920506283
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0812_15,R3,4916666.667,0.106600933,-0.972238995
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0815,R1,4910000,0.098222813,-1.00778763
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0815,R2,4906666.667,0.101317136,-0.994317097
Q88CA0,RL33_PSEPK,Rpmg,Large ribosomal subunit protein bL33,PP_0815,R3,5010000,0.106320313,-0.973383753
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0812_15,R1,1600141,0.03463564,-1.460476784
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0812_15,R2,1570000,0.033707199,-1.472277333
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0812_15,R3,1577564,0.034204026,-1.465922774
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0815,R1,1606985.333,0.032147173,-1.492857209
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0815,R2,1696666.667,0.035034254,-1.455507125
Q88CA3,Q88CA3_PSEPK,Kaub,4-guanidinobutyraldehyde dehydrogenase,PP_0815,R3,1322985,0.028075884,-1.551666559
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0812_15,R1,431357.4667,0.009336891,-2.029797718
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0812_15,R2,722276.4667,0.015506953,-1.80947352
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0812_15,R3,966367.3667,0.020952338,-1.678767505
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0815,R1,731371.1667,0.014630822,-1.834731287
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0815,R2,594167.0667,0.01226888,-1.911195076
Q88CA8,Q88CA8_PSEPK,Pp_5273,Oxidoreductase,PP_0815,R3,639762.3333,0.013576793,-1.867202812
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0812_15,R1,478946.0667,0.010366964,-1.984348427
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0812_15,R2,181731.6,0.003901696,-2.408746535
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0812_15,R3,11843.1,0.000256777,-3.590444364
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0815,R1,980889.6667,0.019622351,-1.707248963
Q88CB1,DADA2_PSEPK,Dada2,D-amino acid dehydrogenase 2,PP_0815,R2,616215.0667,0.012724146,-1.89537134
